image_urls,chip_info,issue_date,is_obsolete,has_valid_image
['http://themogh.org/cg_pix/nv/41593.jpg'],CG041593 Current Denom: 50¢ Issued: 1980s Added: 2011-08-19 Last Update: 2012-04-23 Color: NAVY Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N3000 Contributed by: Justin Kelley Show,2011-08-19,False,True
['http://themogh.org/cg_pix/nv/72284.jpg'],CG072284 Current Denom: 50¢ Issued: 1990 Added: 2012-04-23 Last Update: 2017-02-16 Color: Purple Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N3001 Contributed by: Terry Shaffer NGCB lists issue date as 05/18/90. Show,2012-04-23,False,True
['http://themogh.org/cg_pix/nv/19994.jpg'],CG019994 Current Denom: $1 Issued: 1980s Last Update: 2014-03-28 Color: GRAY Inserts: 3-Red Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N1421 Contributed by: Greg Susong Show,2014-03-28,False,True
['http://themogh.org/cg_pix/nv/20978.jpg'],CG020978 Current Denom: $1 Issued: 1980s Last Update: 2014-03-28 Color: Hot Pink Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: V6609 Contributed by: Greg Susong Show,2014-03-28,False,True
['http://themogh.org/cg_pix/nv/20980.jpg'],CG020980 Current Denom: $1 Issued: 2009 Last Update: 2016-10-02 Color: White Mold: H&C (RHC) Inlay: OOR-BLACK-FG Logo: Cactus Jack Catalog#: E8722 Contributed by: Greg Susong Show,2016-10-02,False,True
['http://themogh.org/cg_pix/nv/72917.jpg'],CG072917 Current Denom: $5 Issued: 1970s Added: 2012-05-01 Last Update: 2014-06-11 Color: BLUE Inserts: 3 Mustard Mold: LgKey Inlay: HS-GOLD Catalog#: N5638.C Contributed by: Terry Shaffer Cancelled - Drilled Show,2012-05-01,False,True
['http://themogh.org/cg_pix/nv/129086.jpg'],CG129086 Current Denom: $5 Issued: 1970s Added: 2016-07-22 Last Update: 2016-07-22 Color: Blue Inserts: 3 Mustard Mold: LgKey Inlay: HS Gold Catalog#: N5638 Contributed by: David Sarles Show,2016-07-22,False,True
['http://themogh.org/cg_pix/nv/66269.jpg'],CG066269 Current Denom: $5 Issued: 2009 Added: 2012-03-06 Last Update: 2014-06-11 Color: RED Mold: H&C (RHC) Inlay: OOR-BLACK-FG Logo: Cactus Jack Catalog#: E8723 Contributed by: Terry Shaffer Cactus Jack with Howdy! Sign Show,2012-03-06,False,True
['http://themogh.org/cg_pix/nv/52294.jpg'],"CG052294 Current Denom: $25 Issued: 1980s Added: 2011-11-01 Last Update: 2014-06-11 Color: Green Inserts: 3 Pink, 3 Peach Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N2481 Contributed by: Gary Acquistapace Show",2011-11-01,False,True
['http://themogh.org/cg_pix/nv/66305.jpg'],CG066305 Current Denom: $25 Issued: 2009 Added: 2012-03-06 Last Update: 2014-06-11 Color: Green Mold: H&C (RHC) Inlay: OOR-BLACK-FG Logo: Cactus Jack Catalog#: E8751 Contributed by: Terry Shaffer Cactus Jack with Howdy! Sign Show,2012-03-06,False,True
['http://themogh.org/cg_pix/nv/72163.jpg'],"CG072163 Current Denom: $100 Issued: 1980s Added: 2012-04-22 Last Update: 2014-06-11 Color: BLACK Inserts: 6 Cream, 3 Blue Mold: H&C (SCV) Inlay: HS-GOLD Quantity: 200 Catalog#: N2747.C Contributed by: Terry Shaffer Cancelled - Drilled Show",2012-04-22,False,True
['http://themogh.org/cg_pix/nv/129087.jpg'],"CG129087 Current Denom: $100 Issued: 1980s Added: 2018-06-18 Last Update: 2018-06-18 Color: Black Inserts: 6 Cream, 3 Blue Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N2747 Contributed by: David Sarles Show",2018-06-18,False,True
['http://themogh.org/cg_pix/nv/129088.jpg'],"CG129088 Current Denom: $100 Issued: 1980s Added: 2018-06-18 Last Update: 2018-06-18 Color: Black Inserts: 8 Lt Blue, 4 Peach Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N9392 Contributed by: David Sarles Show",2018-06-18,False,True
