image_urls,chip_info
['http://themogh.org/cg_pix/nv/65190.jpg'],CG065190 Obsolete Denom: 25¢ Issued: 1960s Added: 2012-02-28 Last Update: 2012-02-28 Color: Tan Mold: 8Suits Inlay: HS Gold Catalog#: N0272 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/65191.jpg'],"CG065191 Obsolete Denom: 50¢ Issued: 1965 Added: 2012-02-28 Last Update: 2012-04-18 Color: Pink/Purple Inserts: 2 Pu, 2 Pi 1/4 Pie Mold: SCrown Inlay: LSC-WHITE Logo: Star Catalog#: N2151 Contributed by: Alex Cilento Show"
['http://themogh.org/cg_pix/nv/65193.jpg'],CG065193 Obsolete Denom: 50¢ Issued: 1970s Added: 2012-02-28 Last Update: 2019-09-22 Color: Pink Inserts: 3 Pu Mold: H&C (LCV) Inlay: R-White Logo: Star Catalog#: N7206 Contributed by: Alex Cilento Fine print Show
['http://themogh.org/cg_pix/nv/65192.jpg'],CG065192 Obsolete Denom: 50¢ Issued: 1980s Added: 2012-02-28 Last Update: 2019-09-22 Color: Pink Inserts: 3 Pu Mold: H&C (LCV) Inlay: R-White Logo: Star Catalog#: N2147 Contributed by: Alex Cilento Bold print Show
['http://themogh.org/cg_pix/nv/65194.jpg'],CG065194 Obsolete Denom: $1 Issued: 1956 Added: 2012-02-28 Last Update: 2017-01-18 Color: Orange Mold: SCrown Inlay: HS-GOLD Logo: SHOWBOAT Quantity: 4200 Catalog#: N6689 Contributed by: Alex Cilento Show
"['http://themogh.org/cg_pix/nv/s/19590.jpg', 'http://themogh.org/cg_pix/nv/s/19590a.jpg']","CG019590 Obsolete Denom: $1 Issued: 1960 Last Update: 2017-01-18 Color: Navy Inserts: 3-Red Mold: H&C (CJ) Inlay: R-MULTI Logo: Riverboat Quantity: 600 Catalog#: N9071 Contributed by: Anonymous Sold for $28,988.88 on eBay 5/4/08 Show"
['http://themogh.org/cg_pix/nv/41321.jpg'],"CG041321 Obsolete Denom: $1 Issued: 1962 Added: 2011-08-15 Last Update: 2017-01-18 Color: Gray-Green Inserts: 3-Red Mold: H&C (CJ) Inlay: R-WHITE Quantity: 15200 Catalog#: D0352 Contributed by: Cale Guthmiller Bold print, concave inserts Show"
['http://themogh.org/cg_pix/nv/06444.jpg'],"CG006444 Obsolete Denom: $1 Issued: 1967 Last Update: 2017-01-18 Color: Gray Inserts: 3-Red Mold: H&C (LCV) Inlay: R-WHITE Quantity: 10000 Catalog#: V1492 Contributed by: Greg Susong Small Inlay, Fine Print Show"
['http://themogh.org/cg_pix/nv/19746.jpg'],"CG019746 Obsolete Denom: $1 Issued: 1968 Last Update: 2017-01-18 Color: Gray Inserts: 3-Red Mold: H&C (SCV) Inlay: R-WHITE (Lg) Quantity: 10000 Catalog#: N2150 Contributed by: Terry Shaffer Lg Inlay, Fine Print Show"
['http://themogh.org/cg_pix/nv/303270.jpg'],"CG303270 Obsolete Denom: $1 Issued: 1967 Added: 2023-04-07 Last Update: 2023-04-24 Color: Gray Inserts: 3-Red Mold: H&C (SCV) Inlay: R-WHITE (Sm) Quantity: 10000 Catalog#: Not in TCR Contributed by: Luke Rapley Small Inlay, Fine Print Show"
