image_urls,chip_info
"['http://themogh.org/cg_pix/nv/184425.jpg', 'http://themogh.org/cg_pix/nv/184425a.jpg']",CG184425 Obsolete Denom: 25¢ Issued: 1970s Added: 2017-10-03 Last Update: 2017-10-03 Color: Purple Mold: H&C (LCV) Inlay: HS-GOLD Catalog#: V7827.L Show
"['http://themogh.org/cg_pix/nv/88537.jpg', 'http://themogh.org/cg_pix/nv/88537a.jpg']",CG088537 Obsolete Denom: 25¢ Issued: 1970s Added: 2012-08-09 Last Update: 2017-10-03 Color: Purple Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: V7827.S Contributed by: Alex Cilento Show
"['http://themogh.org/cg_pix/nv/88538.jpg', 'http://themogh.org/cg_pix/nv/88538a.jpg']",CG088538 Obsolete Denom: $1 Issued: 1970s Added: 2012-08-09 Last Update: 2017-10-03 Color: White Mold: H&C (LCV) Inlay: HS-GOLD Logo: AA Catalog#: V2027.L Contributed by: Alex Cilento Show
"['http://themogh.org/cg_pix/nv/216279.jpg', 'http://themogh.org/cg_pix/nv/216279a.jpg']",CG216279 Obsolete Denom: $1 Issued: 1970s Added: 2018-12-05 Last Update: 2018-12-06 Color: White Mold: H&C (SCV) Inlay: HS-Gold Catalog#: NotInTCR Contributed by: Luke Rapley Show
"['http://themogh.org/cg_pix/nv/90001.jpg', 'http://themogh.org/cg_pix/nv/90001a.jpg']",CG090001 Obsolete Denom: $2.50 Issued: 1970s Added: 2012-09-08 Last Update: 2017-10-03 Color: Brown Mold: H&C (SCV) Inlay: HS-GOLD Contributed by: Don Lueders Show
"['http://themogh.org/cg_pix/nv/88539.jpg', 'http://themogh.org/cg_pix/nv/88539a.jpg']",CG088539 Obsolete Denom: $5 Issued: 1970s Added: 2012-08-09 Last Update: 2017-10-03 Color: Red Mold: H&C (LCV) Inlay: HS-GOLD Catalog#: V7828.L Contributed by: Alex Cilento Show
"['http://themogh.org/cg_pix/nv/184426.jpg', 'http://themogh.org/cg_pix/nv/184426a.jpg']",CG184426 Obsolete Denom: $5 Issued: 1970s Added: 2017-10-03 Last Update: 2017-10-03 Color: Red Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: V7828.S Show
"['http://themogh.org/cg_pix/nv/90002.jpg', 'http://themogh.org/cg_pix/nv/90002a.jpg']",CG090002 Obsolete Denom: $25 Issued: 1970s Added: 2012-09-08 Last Update: 2017-10-03 Color: Green Mold: H&C (LCV) Inlay: HS-GOLD Catalog#: V2028.L Contributed by: Don Lueders Show
"['http://themogh.org/cg_pix/nv/90003.jpg', 'http://themogh.org/cg_pix/nv/90003a.jpg']",CG090003 Obsolete Denom: $100 Issued: 1970s Added: 2012-09-08 Last Update: 2017-10-03 Color: Black Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: V7829.S Contributed by: Don Lueders Show
[],
