image_urls,chip_info,issue_date,is_obsolete,has_valid_image
['http://themogh.org/cg_pix/nv/86755.jpg'],CG086755 Current Denom: 50¢ Issued: 2012 Added: 2012-06-30 Last Update: 2019-09-29 Color: Blue Inserts: 12 sxs Bk/Wh/Bk Mold: Plain Mftr: Chipco Inlay: FG Catalog#: D0738 Contributed by: Ross Poppel Used in poker room Show,2012-06-30,False,True
['http://themogh.org/cg_pix/nv/06157.jpg'],CG006157 Current Denom: $1 Issued: 1998 Last Update: 2019-06-03 Color: White Inserts: 8-Blue (edge Only) Mold: 24Slits Inlay: OR-Multi Catalog#: N9278 Contributed by: Greg Susong No BJ Show,2019-06-03,False,True
['http://themogh.org/cg_pix/nv/07851.jpg'],CG007851 Current Denom: $1 Issued: 1999 Last Update: 2019-06-03 Color: White Inserts: 8-Blue (edge Only) Mold: 24Slits Inlay: OR-Multi Logo: Clam shell Catalog#: N9278.1 Contributed by: Greg Susong BJ mint mark; large $ sign Show,2019-06-03,False,True
['http://themogh.org/cg_pix/nv/089965.jpg'],CG089965 Current Denom: $1 Issued: 1999 Added: 2012-09-06 Last Update: 2014-02-25 Color: White Inserts: 8-Blue (edge Only) Mold: 24Slits Inlay: OR-MULTI Logo: Clam Shell Catalog#: N9278.2 BJ mint mark; small $ sign Show,2012-09-06,False,True
"['http://themogh.org/cg_pix/nv/100707.jpg', 'http://themogh.org/cg_pix/nv/100707a.jpg']","CG100707 Unknown Denom: $1 Issued: 02/2013 Added: 2013-03-28 Last Update: 2022-07-09 Color: White Inserts: 24-Gray 12-Black Mold: Plain Inlay: Satin finish Catalog#: D1074 Contributed by: Kevin Aydelott Updated by: A.J. Giametta Black text.  Edge writing says ""Atlantis Poker Room - Home of the All In Players Association"" Show",2013-03-28,False,True
"['http://themogh.org/cg_pix/nv/218777.jpg', 'http://themogh.org/cg_pix/nv/218777a.jpg']","CG218777 Current Denom: $1 Issued: 2019 Added: 2019-01-26 Last Update: 2022-07-09 Color: White Inserts: 12-White 12-Black Mold: Plain Logo: Logo Catalog#: NotInTCR Contributed by: Charles Kaplan GP. Black text.  Edge writing says ""Atlantis Poker Room - Home of the All In Players Association"" Show",2019-01-26,False,True
['http://themogh.org/cg_pix/nv/129959.jpg'],CG129959 Current Denom: $1 Issued: 2021 Added: 2021-05-31 Last Update: 2022-11-03 Color: White Inserts: 8-Blue On Edge Mold: Plain Mftr: Icon Inlay: Satin Logo: Logo Catalog#: D3226 Contributed by: Luke Rapley Icon mintmark Show,2021-05-31,False,True
['http://themogh.org/cg_pix/nv/37786.jpg'],CG037786 Current Denom: $2 Issued: 2002 Added: 2011-06-03 Last Update: 2018-02-20 Color: Yellow Inserts: 4 Green Mold: 4Ovals (Denom) Inlay: OR-MULTI Logo: Royal Flush Catalog#: E0032 Contributed by: Ross Poppel Show,2011-06-03,False,True
['http://themogh.org/cg_pix/nv/125691.jpg'],"CG125691 Current Denom: $2 Issued: 2014 Added: 2014-04-12 Last Update: 2020-04-13 Color: Yellow Inserts: 12 Green, 12 White Mold: Plain Mftr: Chipco Inlay: MATTE FINISH Logo: Logo Catalog#: D1424 Contributed by: Ross Poppel Show",2014-04-12,False,True
['http://themogh.org/cg_pix/nv/37787.jpg'],CG037787 Current Denom: $2.50 Issued: 1996 Added: 2011-06-03 Last Update: 2019-06-03 Color: Aqua Inserts: 4 sxs Pink Mold: 4X2Dots (Denom) Inlay: OR-Multi Logo: Parrott Catalog#: N7956 Contributed by: Ross Poppel Show,2011-06-03,False,True
['http://themogh.org/cg_pix/nv/86756.jpg'],CG086756 Current Denom: $2.50 Issued: 2012 Added: 2012-06-30 Last Update: 2019-09-29 Color: Fucshia Inserts: 8 sxs Bk/Bl/Bk Mold: Plain Mftr: Chipco Inlay: FG Catalog#: D0696 Contributed by: Ross Poppel Used in poker room Show,2012-06-30,False,True
['http://themogh.org/cg_pix/nv/115797.jpg'],CG115797 Current Denom: $2.50 Issued: 2013 Added: 2013-09-30 Last Update: 2019-10-02 Color: Blue Inserts: 8 Spl Wh/Bl Mold: Plain Mftr: Chipco Inlay: FG Catalog#: D1249 Contributed by: Ross Poppel Show,2013-09-30,False,True
['http://themogh.org/cg_pix/nv/37788.jpg'],CG037788 Current Denom: $5 Issued: 1996 Added: 2011-06-03 Last Update: 2018-02-20 Color: Red Inserts: 8 Blue Mold: Dome (Denom) Inlay: OR-MULTI Logo: Dolphin Catalog#: N7958 Contributed by: Ross Poppel Show,2011-06-03,False,True
['http://themogh.org/cg_pix/nv/37791.jpg'],CG037791 Current Denom: $5 Issued: 1999 Added: 2011-06-03 Last Update: 2018-02-20 Color: Red Inserts: 8 Blue Mold: Dome (Denom) Inlay: OR-MULTI Logo: BJ; Dolphin Catalog#: V3677 Contributed by: Ross Poppel With BJ mint mark Show,2011-06-03,False,True
"['http://themogh.org/cg_pix/nv/114773.jpg', 'http://themogh.org/cg_pix/nv/114773a.jpg']",CG114773 Current Denom: $5 Issued: 2013 Added: 2013-09-05 Last Update: 2019-10-21 Color: Red Inserts: Printed Mold: Plain Inlay: Full Graphic Logo: BJ; Dolphin Catalog#: V3677 Contributed by: Ross Poppel Updated by: Fred DeKeyser Poker room Edge printing Show,2013-09-05,False,True
"['http://themogh.org/cg_pix/nv/231523.jpg', 'http://themogh.org/cg_pix/nv/231523a.jpg']",CG231523 Current Denom: $5 Issued: 2013 Added: 2019-10-21 Last Update: 2019-10-21 Color: Red Inserts: Printed Mold: Plain Inlay: Full Graphic Logo: BJ; Dolphin Catalog#: V3677 Contributed by: Fred DeKeyser Poker room No edge printing Show,2019-10-21,False,True
['http://themogh.org/cg_pix/nv/37790.jpg'],CG037790 Current Denom: $25 Issued: 1996 Added: 2011-06-03 Last Update: 2018-02-20 Color: Green Inserts: 4 Orange Mold: 4Triangle (Denom) Inlay: OR-BLUE Logo: Fish Catalog#: N7959 Contributed by: Ross Poppel Show,2011-06-03,False,True
['http://themogh.org/cg_pix/nv/200148.jpg'],CG200148 Current Denom: $25 Issued: 1999 Added: 2018-04-29 Color: Green Inserts: 4 Orange Mold: 4Triangle (Denom) Inlay: OR-BLUE Logo: Fish Catalog#: V3680 Contributed by: David Sarles BJ Mintmark Show,2018-04-29,False,True
['http://themogh.org/cg_pix/nv/140640.jpg'],CG140640 Current Denom: $100 Issued: 1996 Added: 2015-03-18 Last Update: 2019-08-29 Color: Black Inserts: 8 Yellow/Pink/Yellow Mold: 4X3Hub (Denom) Inlay: OR-Multi Logo: Torch Catalog#: V3682 Contributed by: Sherry and Johnny Mac Show,2015-03-18,False,True
['http://themogh.org/cg_pix/nv/118643.jpg'],CG118643 Current Denom: $100 Issued: 1999 Added: 2013-12-07 Last Update: 2018-02-25 Color: Black Inserts: 8 Yellow/Pink/Yellow Mold: 4X3Hub (Denom) Inlay: OR-Multi Logo: Torch Catalog#: V7850 Contributed by: Marc Shapiro Show,2013-12-07,False,True
['http://themogh.org/cg_pix/nv/207996.jpg'],CG207996 Current Denom: $100 Issued: 2008 Added: 2018-08-17 Last Update: 2019-08-25 Color: Hot Pink Inserts: 4 Bl/Wh/Bl/Wh/Bl Mold: 4X2Hub (Denom) Inlay: OR-Multi Logo: Logo Catalog#: V6510 Contributed by: Steve Blust Oversized Show,2018-08-17,False,True
