image_urls,chip_info
['http://themogh.org/cg_pix/nv/70466.jpg'],CG070466 Current Denom: 25¢ Issued: 1980s Added: 2012-04-04 Last Update: 2012-04-04 Color: ORANGE Mold: H&C (LCV) Inlay: HS-GOLD Catalog#: N3130.L Contributed by: Gary Acquistapace Show
['http://themogh.org/cg_pix/nv/70465.jpg'],CG070465 Current Denom: 25¢ Issued: c1990 Added: 2012-04-04 Last Update: 2012-04-24 Color: ORANGE Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N3130.S Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/140530.jpg'],CG140530 Current Denom: 50¢ Issued: 1980s Added: 2015-03-15 Color: Peach Mold: H&C (SCV) Catalog#: N3045 Contributed by: Lee O'Dell Show
['http://themogh.org/cg_pix/nv/243718.jpg'],CG243718 Obsolete Denom: 50¢ Issued: 1980s Added: 2020-06-13 Color: Watermelon Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: V6519 Contributed by: Steve Clark Cent line slanted Show
['http://themogh.org/cg_pix/nv/70469.jpg'],CG070469 Current Denom: 50¢ Issued: 1983 Added: 2012-04-04 Last Update: 2012-04-28 Color: DK PINK Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N5016 Contributed by: Terry Shaffer Cent line slanted Show
['http://themogh.org/cg_pix/nv/70467.jpg'],CG070467 Current Denom: 50¢ Issued: 1990s Added: 2012-04-04 Last Update: 2012-04-04 Color: LT PINK Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N8088 Contributed by: Gary Acquistapace Cent line straight Show
['http://themogh.org/cg_pix/nv/33293.jpg'],CG033293 Obsolete Denom: 50¢ Issued: 1997 Added: 2011-03-13 Last Update: 2011-03-13 Color: NAVY Mold: Unicorn Inlay: HS-SILVER Catalog#: N9486 Show
['http://themogh.org/cg_pix/nv/33294.jpg'],CG033294 Obsolete Denom: 50¢ Issued: 2000s Added: 2011-03-13 Last Update: 2011-03-13 Color: Dk-Blue Mold: Unicorn Inlay: HS-GOLD Catalog#: N9486.1 Show
['http://themogh.org/cg_pix/nv/33295.jpg'],CG033295 Obsolete Denom: 50¢ Issued: 2000s Added: 2011-03-13 Last Update: 2011-03-13 Color: NAVY Mold: Unicorn Inlay: HS-GOLD Catalog#: N9486.2 Show
['http://themogh.org/cg_pix/nv/142035.jpg'],"CG142035 Current Denom: 50¢ Issued: 2015 Added: 2015-04-15 Last Update: 2015-04-15 Color: Blue Mold: House Inlay: HS Gold Catalog#: NotInTCR Contributed by: Richard ""Reggie"" Gummer Show"
['http://themogh.org/cg_pix/nv/75056.jpg'],CG075056 Current Denom: 50¢ Issued: 2012 Added: 2012-06-02 Last Update: 2012-06-02 Color: BLUE Mold: 8Suits Inlay: HS-GOLD Catalog#: NotInTCR Contributed by: Ross Poppel Cent line slanted Show
['http://themogh.org/cg_pix/nv/19819.jpg'],CG019819 Obsolete Denom: $1 Issued: 1978 Last Update: 2014-03-30 Color: LT Gray Mold: H&C (LCV) Inlay: HS-GOLD Catalog#: N2957.L Contributed by: Greg Susong Reno $1.00 Show
['http://themogh.org/cg_pix/nv/19818.jpg'],CG019818 Obsolete Denom: $1 Issued: 1983 Last Update: 2014-03-30 Color: Off-White Mold: H&C (LCV) Inlay: HS-GOLD Catalog#: N2956.L Contributed by: Greg Susong Reno $1; pointed beak on 1 Show
['http://themogh.org/cg_pix/nv/72264.jpg'],CG072264 Obsolete Denom: $1 Issued: 1983 Added: 2012-04-23 Last Update: 2014-03-30 Color: Off-White Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N2956.S Contributed by: Terry Shaffer Reno $1; Blunt beak of 1 Show
['http://themogh.org/cg_pix/nv/s/20829.jpg'],CG020829 Obsolete Denom: $1 Issued: 1988 Last Update: 2015-09-12 Color: LT Gray Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N2957.S Contributed by: Kevin Aydelott Reno $1.00 Show
['http://themogh.org/cg_pix/nv/19820.jpg'],"CG019820 Obsolete Denom: $1 Issued: 1989 Last Update: 2014-03-30 Color: Off-White Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N2959 Contributed by: Greg Susong Reno, NV $1 Show"
['http://themogh.org/cg_pix/nv/000842.jpg'],CG000842 Obsolete Denom: $1 Issued: 1995 Last Update: 2018-02-10 Color: White Mold: Plain Inlay: Linen Logo: Ringmaster Catalog#: N0684 Contributed by: Greg Susong Show
['http://themogh.org/cg_pix/nv/14438.jpg'],CG014438 Obsolete Denom: $1 Issued: 1997 Last Update: 2019-09-28 Color: White Mold: Plain Mftr: Chipco Inlay: Satin Logo: Ringmaster Catalog#: N0684.1 Contributed by: Greg Susong Show
"['http://themogh.org/cg_pix/nv/142036.jpg', 'http://themogh.org/cg_pix/nv/142036a.jpg']","CG142036 Current Denom: $1 Issued: 2015 Added: 2015-04-15 Last Update: 2023-02-26 Color: White Inserts: 3-Pink 3-Lt Blue Mold: House Inlay: OOR-MULTI Logo: Clown Catalog#: D1803 Contributed by: Richard ""Reggie"" Gummer Show"
"['http://themogh.org/cg_pix/nv/142037.jpg', 'http://themogh.org/cg_pix/nv/142037a.jpg']","CG142037 Current Denom: $2.50 Issued: 2015 Added: 2015-04-15 Last Update: 2018-08-26 Color: Yellow Inserts: 4 Orange, 4 Green Mold: House Inlay: OR-Multi Logo: Dog Catalog#: D1804 Contributed by: Richard ""Reggie"" Gummer 2015 COTY Show"
['http://themogh.org/cg_pix/nv/117882.jpg'],CG117882 Current Denom: $5 Issued: 1983 Added: 2013-11-23 Last Update: 2019-10-01 Color: Red Inserts: 3 Gold Mold: H&C (LCV) Inlay: HS Gold Catalog#: N5017 Contributed by: Bruce Kay Show
['http://themogh.org/cg_pix/nv/67332.jpg'],CG067332 Current Denom: $5 Issued: 1989 Added: 2012-03-12 Last Update: 2012-03-12 Color: RED Inserts: 3 Gold Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N1224 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/67102.jpg'],CG067102 Current Denom: $5 Issued: 1997 Added: 2012-03-11 Last Update: 2019-09-15 Color: Red Mold: Plain Mftr: Chipco Inlay: Smooth Logo: Horse Catalog#: N0655.1 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/70470.jpg'],CG070470 Current Denom: $5 Issued: 1997 Added: 2012-04-04 Last Update: 2019-09-29 Color: Red Mold: Plain Mftr: Chipco Inlay: Linen Logo: Horse Catalog#: N0655 Contributed by: Gary Acquistapace Show
"['http://themogh.org/cg_pix/nv/142038.jpg', 'http://themogh.org/cg_pix/nv/142038a.jpg']","CG142038 Current Denom: $5 Issued: 2015 Added: 2015-04-15 Last Update: 2018-08-26 Color: Red Inserts: 2 Black, 2 Black/Blue/Black Mold: House Inlay: OR-Multi Logo: Reno Sign Catalog#: D1805 Contributed by: Richard ""Reggie"" Gummer Show"
['http://themogh.org/cg_pix/nv/140653.jpg'],CG140653 Obsolete Denom: $25 Issued: 1983 Added: 2015-03-18 Last Update: 2020-06-13 Color: Green Inserts: 3-Fuchsia Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N1222.S Contributed by: Eric Rosenblum Updated by: Steve Clark Reno Show
['http://themogh.org/cg_pix/nv/158290.png'],"CG158290 Obsolete Denom: $25 Issued: 1989 Added: 2016-03-05 Last Update: 2020-06-13 Color: Green Inserts: 3-Fuchsia Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: V3884 Contributed by: Sherry and Johnny Mac Reno, NV Show"
['http://themogh.org/cg_pix/nv/140652.jpg'],CG140652 Current Denom: $25 Issued: 1995 Added: 2015-03-18 Last Update: 2021-02-12 Color: Green Mold: Plain Inlay: Linen Logo: Bicycle Rider Catalog#: N5079 Contributed by: Eric Rosenblum Updated by: David Sarles Replacement Issue Show
"['http://themogh.org/cg_pix/nv/142463.jpg', 'http://themogh.org/cg_pix/nv/142463a.jpg']",CG142463 Current Denom: $25 Issued: 2015 Added: 2015-04-19 Last Update: 2018-08-26 Color: Green Inserts: 3org/Prp/Org Mold: House Catalog#: D1806 Contributed by: Bill Lange Show
['http://themogh.org/cg_pix/nv/31364.jpg'],CG031364 Obsolete Denom: $100 Issued: 1983 Added: 2011-02-12 Last Update: 2011-02-12 Color: BLACK Inserts: 3 Grn/Red/Org Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N2708 Show
['http://themogh.org/cg_pix/nv/140255.jpg'],CG140255 Current Denom: $100 Added: 2015-03-07 Last Update: 2018-01-20 Color: Black Mold: Plain Inlay: Satin Catalog#: NotInTCR Contributed by: Lee O'Dell Notched Show
['http://themogh.org/cg_pix/nv/183365.jpg'],"CG183365 Current Denom: $100 Added: 2017-08-30 Last Update: 2019-09-28 Color: Black Mold: Plain Mftr: Chipco Inlay: Linen Logo: Tiger Catalog#: V3885 Contributed by: David Sarles Original Order, Tiger Ring of Fire Show"
['http://themogh.org/cg_pix/nv/183367.jpg'],"CG183367 Current Denom: $100 Added: 2017-08-30 Last Update: 2019-09-28 Color: Black Mold: Plain Mftr: Chipco Inlay: Satin Logo: Tiger Catalog#: V3885.1 Contributed by: David Sarles Replacement Order, Tiger Ring of Fire Show"
"['http://themogh.org/cg_pix/nv/142464.jpg', 'http://themogh.org/cg_pix/nv/142464a.jpg']","CG142464 Current Denom: $100 Issued: 2015 Added: 2015-04-19 Last Update: 2018-08-26 Color: Black Inserts: 4grn, Ylw Mold: House Catalog#: D1807 Contributed by: Bill Lange Show"
['http://themogh.org/cg_pix/nv/093813.jpg'],CG093813 Current Denom: $500 Added: 2017-05-17 Last Update: 2019-09-29 Color: Pink/Purple Mold: Plain Mftr: Chipco Logo: Weightlifter Catalog#: TCR# Contributed by: David Sarles Notched Show
['http://themogh.org/cg_pix/nv/140643.jpg'],CG140643 Current Denom: $500 Issued: 1983 Added: 2015-03-18 Last Update: 2019-08-29 Color: White Inserts: 4 Pink/Mustard Mold: H&C (SCV) Inlay: OR-White Catalog#: E9824 Contributed by: Sherry and Johnny Mac Show
[],
