image_urls,chip_info
['http://themogh.org/cg_pix/nv/51752.jpg'],CG051752 Obsolete Denom: 10¢ Issued: 1967 Added: 2011-10-30 Last Update: 2012-04-11 Color: GRAY Mold: LgKey Inlay: HS-GOLD Catalog#: N5803 Contributed by: Sheldon Cooper Stateline Show
['http://themogh.org/cg_pix/nv/51755.jpg'],CG051755 Obsolete Denom: 25¢ Issued: 1960s Added: 2011-10-30 Last Update: 2014-05-20 Color: GRAY Mold: SmKey Inlay: HS-GOLD Catalog#: N7372 Contributed by: Frank Steward No City Show
['http://themogh.org/cg_pix/nv/29273.jpg'],CG029273 Obsolete Denom: 25¢ Issued: 1961 Added: 2011-01-15 Last Update: 2014-05-20 Color: NAVY Mold: DiaSqr Inlay: HS-GOLD Logo: Lake Tahoe Catalog#: N0854 Show
['http://themogh.org/cg_pix/nv/44661.jpg'],CG044661 Obsolete Denom: 25¢ Issued: 1972 Added: 2011-09-17 Last Update: 2014-05-20 Color: NAVY Mold: LgKey Inlay: HS-GOLD Logo: South Shore Catalog#: N5796 Contributed by: Frank Steward Show
['http://themogh.org/cg_pix/nv/44662.jpg'],CG044662 Obsolete Denom: 25¢ Issued: 1985 Added: 2011-09-17 Last Update: 2014-05-20 Color: NAVY Mold: Horshu Inlay: HS-GOLD Logo: Lake Tahoe Catalog#: N4415 Contributed by: Gary Acquistapace Show
['http://themogh.org/cg_pix/nv/44663.jpg'],CG044663 Obsolete Denom: 50¢ Issued: 1960s Added: 2011-09-17 Last Update: 2014-05-20 Color: NAVY Mold: SmKey Inlay: HS-GOLD Logo: Lake Tahoe Catalog#: N7363 Contributed by: Gary Acquistapace Show
['http://themogh.org/cg_pix/nv/051757.jpg'],CG051757 Obsolete Denom: 50¢ Issued: 1961 Added: 2019-03-07 Last Update: 2019-03-07 Color: Mustard Mold: SmKey Inlay: HS-GOLD Catalog#: N7354 Contributed by: Richard Siri BARNEY'S & denom only Show
"['http://themogh.org/cg_pix/nv/41352.jpg', 'http://themogh.org/cg_pix/nv/41352a.jpg']",CG041352 Obsolete Denom: 50¢ Issued: 1972 Added: 2011-08-15 Last Update: 2014-05-20 Color: ORANGE Mold: LgKey Inlay: HS-GOLD Logo: Stateline Catalog#: N5781 Contributed by: Frank Steward Show
['http://themogh.org/cg_pix/nv/22196.jpg'],CG022196 Obsolete Denom: $1 Issued: 1961 Last Update: 2014-02-25 Color: BROWN Mold: SmKey Inlay: HS-GOLD Logo: Barney's Catalog#: V3718 Contributed by: Brian Meath Show
['http://themogh.org/cg_pix/nv/18962.jpg'],CG018962 Obsolete Denom: $1 Issued: 1961 Last Update: 2020-08-16 Color: Dk Tan Mold: SCrown Inlay: R-WHITE Logo: Leprechaun Catalog#: N6718 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/022198.jpg'],CG022198 Obsolete Denom: $1 Issued: 1963 Last Update: 2020-08-16 Color: Yellow Mold: SCrown Inlay: R-WHITE Logo: Leprechaun Catalog#: V2067 Contributed by: Gene Lonstein Show
['http://themogh.org/cg_pix/nv/165032.jpg'],CG165032 Obsolete Denom: $1 Issued: 1961 Added: 2016-06-20 Last Update: 2021-07-23 Color: Mustard Inserts: 3-Red Orange Mold: SmKey Inlay: R-WHITE Logo: Lake Tahoe Quantity: 21000 Catalog#: N4959.1 Contributed by: Steve Passalacqua RED inserts. Could be the first issue and the red insert chip (CG019384) are the second issue. Show
['http://themogh.org/cg_pix/nv/s/19384.jpg'],"CG019384 Obsolete Denom: $1 Issued: 1963 Last Update: 2023-08-26 Color: Mustard Inserts: 3-Dark Red Mold: SmKey Inlay: R-WHITE Logo: Lake Tahoe Quantity: 21000 Catalog#: N4959 Contributed by: James Campiglia A hoard of 500 of these chips from Barney Chartrand's safe were auctioned on eBay in May, 2016. 

Note that There is a 1st and 2nd issue of this chip and I feel they are reversed. I had a box of each and the ones with the 3 RED/MAROON edge inserts were noticeably more worn than the 3 RED/ORANGE in much newer shape. I do feel that the 3 RED/RAMOON inserts are the first issue and the newer 3 RED/ORANGE inserts are the 2nd issue. Show"
['http://themogh.org/cg_pix/nv/22200.jpg'],CG022200 Obsolete Denom: $1 Issued: 12/16/1969 Last Update: 2020-08-16 Color: Yellow Inserts: 4-Black Mold: Horshu Inlay: R-WHITE Logo: Casino Quantity: 1500 Catalog#: N4388 Contributed by: Greg Susong Show
['http://themogh.org/cg_pix/nv/19412.jpg'],CG019412 Obsolete Denom: $1 Issued: 4/13/1970 Last Update: 2020-08-16 Color: Brown Inserts: 4-Green Mold: Horshu Inlay: R-WHITE Logo: Hotel Quantity: 3000 Catalog#: N4390 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/020175.jpg'],CG020175 Obsolete Denom: $1 Issued: 1970s Last Update: 2020-08-16 Color: Cream Mold: LgKey Inlay: HS-GOLD Logo: Logo Catalog#: N4960 Contributed by: Frank Steward No Decimal after $1 Show
['http://themogh.org/cg_pix/nv/019997.jpg'],CG019997 Obsolete Denom: $1 Issued: 1970s Last Update: 2020-08-16 Color: Cream Mold: LgKey Inlay: HS-GOLD Logo: Logo Catalog#: N4960.1 Contributed by: Frank Steward With Decimal after $1 Show
['http://themogh.org/cg_pix/nv/22199.jpg'],CG022199 Obsolete Denom: $1 Issued: 1970s Last Update: 2020-08-16 Color: Blue Mold: DieCar Inlay: HS-GOLD Logo: Hotel Catalog#: N0962 Contributed by: Sheldon Cooper SOUTH SHORE; pic hotel Show
['http://themogh.org/cg_pix/nv/s/21202.jpg'],CG021202 Obsolete Denom: $1 Issued: 1980 Last Update: 2020-08-16 Color: Off White Mold: H&C (SCV) Inlay: HS-GOLD Logo: Logo Catalog#: N2960 Contributed by: Luke Rapley SOUTH SHORE Show
['http://themogh.org/cg_pix/nv/51758.jpg'],CG051758 Obsolete Denom: $2.50 Issued: 1972 Added: 2011-10-30 Last Update: 2012-04-11 Color: PURPLE Mold: LgKey Inlay: HS-GOLD Catalog#: N5734 Contributed by: Sheldon Cooper Show
['http://themogh.org/cg_pix/nv/45874.jpg'],CG045874 Obsolete Denom: $5 Issued: 1960 Added: 2011-10-07 Last Update: 2014-05-20 Color: PURPLE Inserts: 3 GRAY Mold: SmKey Inlay: R-CREAM Catalog#: N7040 Contributed by: Frank Steward Show
['http://themogh.org/cg_pix/nv/127724.jpg'],CG127724 Obsolete Denom: $5 Issued: 1960s Added: 2016-05-06 Last Update: 2016-05-06 Color: Purple Inserts: 3 Cream Mold: SmKey Inlay: R-CREAM Catalog#: N7027 Contributed by: David Sarles Show
[],CG127723 Obsolete Denom: $5 Issued: 1961 Added: 2017-09-03 Last Update: 2017-09-05 Color: Red Mold: SmKey Inlay: HS-GOLD Catalog#: N4958 Show
[],CG127722 Obsolete Denom: $5 Issued: 1963 Added: 2014-05-20 Last Update: 2014-05-20 Color: Red Mold: SCrown Inlay: HS-GOLD Catalog#: N6675 Show
['http://themogh.org/cg_pix/nv/038913.jpg'],CG038913 Obsolete Denom: $5 Issued: 3/16/1981 Added: 2011-07-08 Last Update: 2020-05-27 Color: Lavender Inserts: 4 Black Mold: Horshu Inlay: R-WHITE Logo: Casino Quantity: 4000 Catalog#: N4961 Contributed by: Frank Steward Updated by: Frank Steward Show
['http://themogh.org/cg_pix/nv/38916.jpg'],CG038916 Obsolete Denom: $25 Issued: 1960s Added: 2011-07-08 Last Update: 2012-03-04 Color: Green Inserts: 3 Red Mold: SmKey Inlay: R-CREAM Catalog#: N7099 Contributed by: Frank Steward Show
[],CG242369 Obsolete Denom: $25 Issued: 6/1/1962 Added: 2020-05-28 Color: Dark Green Inserts: 3 Dark Blue Mold: SmKey Inlay: R-CREAM Quantity: 1000 Show
['http://themogh.org/cg_pix/nv/38914.jpg'],CG038914 Obsolete Denom: $25 Issued: 1/4/1967 Added: 2011-07-08 Last Update: 2020-05-27 Color: Green Inserts: 4 Pink Mold: Horshu Inlay: R-WHITE Logo: Casino Quantity: 2000 Catalog#: N7995 Contributed by: Frank Steward Show
"['http://themogh.org/cg_pix/nv/038917.jpg', 'http://themogh.org/cg_pix/nv/038917a.jpg']","CG038917 Obsolete Denom: $100 Issued: 1960s Added: 2011-07-08 Last Update: 2021-02-09 Color: Black Inserts: 3 Beige Mold: SmKey Mftr: T.R. King Inlay: R-CREAM Catalog#: TCR#N6979 Contributed by: Frank Steward Updated by: David Sarles Souvenir, removed from money clip. Reverse shown. Show"
