image_urls,chip_info
['http://themogh.org/cg_pix/nv/190523.jpeg'],CG190523 Obsolete Added: 2017-12-22 Color: Brown Mold: ZIGZAG Inlay: HS Gold Catalog#: NotInTCR Contributed by: Torrey Morand Attributed to ... Show
['http://themogh.org/cg_pix/nv/013315.jpg'],CG013315 Obsolete Denom: 10¢ Issued: 1985 Last Update: 2020-07-02 Color: Orange Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N1531 Contributed by: Greg Susong Show
['http://themogh.org/cg_pix/nv/18829.jpg'],CG018829 Obsolete Denom: 25¢ Last Update: 2015-06-20 Color: Yellow Mold: H&C (LCV) Inlay: HS-GOLD Catalog#: V2352 Contributed by: Greg Susong Show
['http://themogh.org/cg_pix/nv/44432.jpg'],CG044432 Current Denom: 25¢ Issued: 1960s Added: 2011-09-13 Last Update: 2011-09-13 Color: BLACK Mold: H&C (CJ) Inlay: HS-Gold Catalog#: N3120 Contributed by: Delev Rothe and Jon Day Show
['http://themogh.org/cg_pix/nv/18826.jpg'],CG018826 Current Denom: 25¢ Issued: 1980 Last Update: 2013-10-11 Mold: H&C (LCV) Inlay: HS-GOLD Catalog#: V2353 Contributed by: Greg Susong Show
['http://themogh.org/cg_pix/nv/11597.jpg'],CG011597 Current Denom: 25¢ Issued: 1990s Last Update: 2012-04-24 Color: Yellow Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N3122 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/11629.jpg'],CG011629 Obsolete Denom: 25¢ Issued: 1995 Last Update: 2019-01-08 Color: Yellow Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N1532.S Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/022214.jpg'],CG022214 Current Denom: 25¢ Issued: 1997 Last Update: 2017-04-22 Color: Yellow Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: V2354.1 Contributed by: Luke Rapley Slanted Â¢ sign NGCB lists the issue date as 1997. Show
['http://themogh.org/cg_pix/nv/11630.jpg'],CG011630 Current Denom: 25¢ Issued: 1998 Last Update: 2017-04-22 Color: Yellow Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: V2354 Contributed by: Greg Susong NGCB lists the issue date as 1997. Show
['http://themogh.org/cg_pix/nv/17536.jpg'],CG017536 Current Denom: 50¢ Last Update: 2019-06-08 Color: Pink Mold: H&C (LCV) Inlay: HS-Gold Catalog#: V2355 Contributed by: Greg Susong Show
['http://themogh.org/cg_pix/nv/11598.jpg'],CG011598 Current Denom: 50¢ Last Update: 2017-04-22 Mold: H&C (SCV) Catalog#: TCR# Contributed by: Greg Susong Show
['http://themogh.org/cg_pix/nv/h11598.jpg'],CG022217 Current Denom: 50¢ Last Update: 2017-04-22 Mold: H&C (SCV) Catalog#: TCR# Contributed by: Greg Susong Show
"['http://themogh.org/cg_pix/nv/17015.jpg', 'http://themogh.org/cg_pix/nv/17015a.jpg']",CG017015 Current Denom: 50¢ Issued: 1963 Last Update: 2017-04-22 Color: Purple Inserts: 3 Green Mold: SCrown Inlay: R-White Logo: Conquistador Catalog#: V4023 Contributed by: Greg Susong Show
