image_urls,chip_info
['http://themogh.org/cg_pix/nv/45934.jpg'],CG045934 Obsolete Series: 1 Issued: 1930s Added: 2011-10-08 Last Update: 2012-11-11 Color: Yellow Mold: Hub Inlay: HS Gold Catalog#: N8022.ye Contributed by: Alex Cilento CG045934 - Yellow - Shown CG045932 - Maroon CG045933 - Red CG045935 - Navy CG067837 - Beige Show
['http://themogh.org/cg_pix/nv/45931.jpg'],CG045931 Obsolete Issued: 1953 Added: 2011-10-08 Last Update: 2011-10-08 Color: BEIGE Mold: SCrown Inlay: HS Gold Logo: FTY Catalog#: N6824 Contributed by: Alex Cilento Attributed to Show
['http://themogh.org/cg_pix/nv/32051.jpg'],CG032051 Obsolete Issued: 1957 Added: 2011-02-22 Last Update: 2011-02-22 Color: BLUE Mold: SCrown Inlay: HS-GOLD Catalog#: N6844 Show
['http://themogh.org/cg_pix/nv/32052.jpg'],CG032052 Obsolete Issued: 1957 Added: 2011-02-22 Last Update: 2011-02-22 Color: BROWN Mold: SCrown Inlay: HS-GOLD Catalog#: N6845 Show
['http://themogh.org/cg_pix/nv/269353.jpg'],"CG269353 Obsolete Issued: 1957 Added: 2021-07-23 Last Update: 2021-07-23 Color: Black Mold: SCrown Inlay: HS-GOLD Catalog#: N6844 Contributed by: Jim Sarra PAN chip.
May have been recolored. Hot stamp gold foil completely gone. Show"
"['http://themogh.org/cg_pix/nv/45936.jpg', 'http://themogh.org/cg_pix/nv/45936a.jpg']",CG045936 Obsolete Denom: 10¢ Issued: 1950s Added: 2011-10-08 Last Update: 2023-04-25 Color: Red-Orange Mold: SCrown Inlay: HS Gold Catalog#: N1378 Contributed by: Alex Cilento Keno or Bar Show
"['http://themogh.org/cg_pix/nv/45937.jpg', 'http://themogh.org/cg_pix/nv/45937a.jpg']",CG045937 Obsolete Denom: 10¢ Issued: 1950s Added: 2011-10-08 Last Update: 2014-06-10 Color: PINK Mold: SCrown Inlay: HS Gold Catalog#: N6752 Contributed by: Alex Cilento Show
[],CG129020 Obsolete Denom: 10¢ Issued: 1952 Added: 2014-06-10 Last Update: 2014-06-10 Color: PINK Mold: LCrown Inlay: HS Gold Catalog#: N5385 Show
"['http://themogh.org/cg_pix/nv/30725.jpg', 'http://themogh.org/cg_pix/nv/30725a.jpg']",CG030725 Obsolete Denom: 25¢ Issued: 1930s Added: 2011-02-02 Last Update: 2014-06-10 Color: PURPLE Mold: Diamond Inlay: HS-GOLD Catalog#: N0776 Contributed by: Marty Robbins Show
['http://themogh.org/cg_pix/nv/45940.jpg'],CG045940 Obsolete Denom: 25¢ Issued: 1945 Added: 2011-10-08 Last Update: 2014-06-10 Color: PURPLE Mold: LCrown Inlay: HS Gold Logo: Sign Catalog#: N5384 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/129022.jpg'],CG129022 Obsolete Denom: 25¢ Issued: 1950s Added: 2019-12-04 Last Update: 2020-04-13 Color: Purple Mold: HCE Inlay: HS Gold Logo: Sign Catalog#: N4142 Contributed by: Greg Ikemoto Show
['http://themogh.org/cg_pix/nv/45939.jpg'],CG045939 Obsolete Denom: 25¢ Issued: 1954 Added: 2011-10-08 Last Update: 2014-06-10 Color: PURPLE Mold: SCrown Inlay: R-White Logo: Sign Catalog#: N6748.C Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/126976.jpg'],CG126976 Obsolete Denom: 25¢ Issued: 1954 Added: 2014-05-08 Last Update: 2014-06-10 Color: Purple Mold: SCrown Inlay: R-White Logo: Sign Catalog#: N6748 Contributed by: Wayne Thompson Show
['http://themogh.org/cg_pix/nv/045938.jpg'],CG045938 Obsolete Denom: 25¢ Issued: 1955 Added: 2011-10-08 Last Update: 2017-04-15 Color: Purple Mold: SCrown Inlay: HS Gold Logo: Sign Catalog#: N6735 Contributed by: Alex Cilento Updated by: David Sarles Show
['http://themogh.org/cg_pix/nv/45941.jpg'],CG045941 Obsolete Denom: $2 Issued: 1955 Added: 2011-10-08 Last Update: 2014-06-10 Color: Rose Mold: LCrown Inlay: HS Gold Logo: PAN Catalog#: N5102 Contributed by: Alex Cilento PAN $ 2 $ Show
[],CG129023 Obsolete Denom: $5 Issued: 1930s Added: 2014-06-10 Last Update: 2014-06-10 Color: Brown Mold: Diamond Inlay: HS Gold Quantity: 16200 Catalog#: V3746 Show
"['http://themogh.org/cg_pix/nv/030707.jpg', 'http://themogh.org/cg_pix/nv/030707a.jpg']",CG030707 Obsolete Denom: $5 Issued: 1943 Added: 2011-02-01 Last Update: 2020-06-20 Color: Gray Mold: LCrown Inlay: HS-GOLD Catalog#: N4985 Contributed by: Marty Robbins Updated by: Steve Clark No City Show
['http://themogh.org/cg_pix/nv/45942.jpg'],CG045942 Obsolete Denom: $5 Issued: 1945 Added: 2011-10-08 Last Update: 2014-06-10 Color: RED Inserts: 4 Orange Mold: LCrown Inlay: HS Gold Logo: Sign Quantity: 16200 Catalog#: N4922 Contributed by: Alex Cilento Name On Sign Show
['http://themogh.org/cg_pix/nv/026380.jpg'],CG026380 Obsolete Denom: $5 Issued: 1949 Added: 2010-11-28 Last Update: 2020-06-30 Color: Red Mold: SCrown Inlay: LSC-WHITE Logo: Street sign drawing Quantity: 2000 Catalog#: N1377 Contributed by: Mike Quinlivan Updated by: Steve Clark Enjoy The Old West Show
"['http://themogh.org/cg_pix/nv/162499.jpg', 'http://themogh.org/cg_pix/nv/162499a.jpg']",CG162499 Obsolete Denom: $5 Issued: 1949 Added: 2016-05-06 Last Update: 2017-03-06 Color: Gray Mold: SCrown Inlay: LSC-White Logo: Logo Catalog#: N1377.3 Contributed by: David Sarles Was glued to a masonite board in the TR King office. Show
['http://themogh.org/cg_pix/nv/093444.jpg'],"CG093444 Obsolete Denom: $5 Issued: 1958 Added: 2012-12-02 Last Update: 2014-06-10 Color: Mustard Inserts: 3-Black Mold: Arodie Inlay: R-LT BLUE Logo: Boulder Dam Catalog#: N0349 Contributed by: Barry ""barrychip"" Weintraub pic of dam & water Show"
[],CG129024 Obsolete Denom: $25 Issued: 1943 Added: 2014-06-10 Last Update: 2014-06-10 Color: Gray/Green Mold: LCrown Inlay: HS Gold Logo: Sign Quantity: 100 Catalog#: N4930 No City Show
['http://themogh.org/cg_pix/nv/45943.jpg'],CG045943 Obsolete Denom: $25 Issued: 1945 Added: 2011-10-08 Last Update: 2014-06-10 Color: White Inserts: 4 Yellow Mold: LCrown Inlay: HS Gold Logo: Sign Quantity: 1000 Catalog#: N4923 Contributed by: Alex Cilento Name on Sign Show
"['http://themogh.org/cg_pix/nv/45944.jpg', 'http://themogh.org/cg_pix/nv/45944a.jpg']",CG045944 Obsolete Denom: $100 Issued: 1930s Added: 2011-10-08 Last Update: 2014-06-10 Color: Green Mold: Diamond Inlay: HS Gold Catalog#: N0749 Contributed by: Alex Cilento Show
[],
