image_urls,chip_info,issue_date,is_obsolete,has_valid_image
['http://themogh.org/cg_pix/nv/144565.jpg'],CG144565 Current Denom: 25¢ Issued: 1980s Added: 2015-06-07 Color: Ochre Mold: H&C (SCV) Inlay: HS Gold Catalog#: N3065 Contributed by: Steve Clark Show,2015-06-07,False,True
['http://themogh.org/cg_pix/nv/41600.jpg'],CG041600 Current Denom: 25¢ Issued: 2001 Added: 2011-08-19 Last Update: 2013-08-01 Color: Fuchsia Mold: 8Suits Inlay: HS Gold Catalog#: V8383 Contributed by: Gary Acquistapace Show,2011-08-19,False,True
['http://themogh.org/cg_pix/nv/41599.jpg'],CG041599 Current Denom: 50¢ Issued: 1995 Added: 2011-08-19 Last Update: 2013-08-01 Color: Lt Purple Mold: Unicorn Inlay: SS Gold Catalog#: N7811 Contributed by: Gary Acquistapace Show,2011-08-19,False,True
['http://themogh.org/cg_pix/nv/112929.jpg'],CG112929 Current Denom: 50¢ Issued: 1997 Added: 2013-08-01 Last Update: 2013-08-01 Color: Dk Purple Mold: Unicorn Inlay: SS Gold Catalog#: N8165 Contributed by: Richard Huber Show,2013-08-01,False,True
['http://themogh.org/cg_pix/nv/07487.jpg'],"CG007487 Current Denom: $1 Issued: 1989 Last Update: 2016-10-17 Color: Beige Mold: H&C (SCV) Inlay: R-WHITE/BLUE Catalog#: N3411.S Contributed by: Terry Shaffer Light brown name, light blue water Show",2016-10-17,False,True
['http://themogh.org/cg_pix/nv/s/20870.jpg'],"CG020870 Current Denom: $1 Issued: 1989 Last Update: 2016-10-17 Color: Beige Mold: H&C (LCV) Inlay: R-WHITE/BLUE Catalog#: N3411.L Contributed by: Pat Fricke Light brown name, light blue water Show",2016-10-17,False,True
['http://themogh.org/cg_pix/nv/18733.jpg'],CG018733 Current Denom: $1 Issued: 1995 Last Update: 2018-03-09 Color: White Mold: Plain Inlay: Linen Logo: Coyote Catalog#: N0681 Contributed by: Greg Susong Show,2018-03-09,False,True
['http://themogh.org/cg_pix/nv/s/20628.jpg'],"CG020628 Current Denom: $1 Issued: 2002 Last Update: 2023-03-16 Color: White Mold: Plain Mftr: Chipco Inlay: Satin Logo: Coyote Catalog#: Not in TCR Contributed by: Tim Harry Blue background, casino name and $1 are darker Show",2023-03-16,False,True
['http://themogh.org/cg_pix/nv/302419.jpg'],"CG302419 Current Denom: $1 Added: 2023-03-16 Color: White Mold: Plain Mftr: Chipco Inlay: Satin Logo: Coyote Catalog#: N0681.1 Contributed by: Tim Harry Blue background, casino name and $1 are lighter Show",2023-03-16,False,True
['http://themogh.org/cg_pix/nv/166907.jpg'],"CG166907 Current Denom: $1 Issued: 2016 Added: 2016-07-17 Last Update: 2020-05-16 Color: White Inserts: 1-Sky Blue 1-Pink 1-Mint Mold: H&C (RHC) Inlay: OR-BLUE Catalog#: TCR# D2392 Contributed by: Richard ""Reggie"" Gummer Show",2016-07-17,False,True
