image_urls,chip_info
['http://themogh.org/cg_pix/nv/86755.jpg'],CG086755 Current Denom: 50¢ Issued: 2012 Added: 2012-06-30 Last Update: 2019-09-29 Color: Blue Inserts: 12 sxs Bk/Wh/Bk Mold: Plain Mftr: Chipco Inlay: FG Catalog#: D0738 Contributed by: Ross Poppel Used in poker room Show
['http://themogh.org/cg_pix/nv/000830.jpg'],CG000830 Obsolete Denom: $1 Issued: 1996 Last Update: 2020-06-30 Color: White Inserts: 4-Blue (not To Edge) Mold: 4Rectl (Denom) Mftr: Bud Jones Inlay: OR-MULTI Logo: Clam shell Catalog#: N7955 Contributed by: Greg Susong Updated by: Steve Clark Smooth rim surface; no BJ Show
['http://themogh.org/cg_pix/nv/06157.jpg'],CG006157 Current Denom: $1 Issued: 1998 Last Update: 2019-06-03 Color: White Inserts: 8-Blue (edge Only) Mold: 24Slits Inlay: OR-Multi Catalog#: N9278 Contributed by: Greg Susong No BJ Show
['http://themogh.org/cg_pix/nv/07851.jpg'],CG007851 Current Denom: $1 Issued: 1999 Last Update: 2019-06-03 Color: White Inserts: 8-Blue (edge Only) Mold: 24Slits Inlay: OR-Multi Logo: Clam shell Catalog#: N9278.1 Contributed by: Greg Susong BJ mint mark; large $ sign Show
['http://themogh.org/cg_pix/nv/089965.jpg'],CG089965 Current Denom: $1 Issued: 1999 Added: 2012-09-06 Last Update: 2014-02-25 Color: White Inserts: 8-Blue (edge Only) Mold: 24Slits Inlay: OR-MULTI Logo: Clam Shell Catalog#: N9278.2 BJ mint mark; small $ sign Show
['http://themogh.org/cg_pix/nv/110486.jpg'],CG110486 Obsolete Denom: $1 Issued: 02/2013 Added: 2013-07-06 Last Update: 2022-07-09 Color: White Inserts: 24-Gray 12-Black Mold: Plain Inlay: Linen finish Catalog#: D1041 Contributed by: Kevin Aydelott Updated by: Steve Clark Dark Green text; PK mint mark.  Discontinued. Show
"['http://themogh.org/cg_pix/nv/100707.jpg', 'http://themogh.org/cg_pix/nv/100707a.jpg']","CG100707 Unknown Denom: $1 Issued: 02/2013 Added: 2013-03-28 Last Update: 2022-07-09 Color: White Inserts: 24-Gray 12-Black Mold: Plain Inlay: Satin finish Catalog#: D1074 Contributed by: Kevin Aydelott Updated by: A.J. Giametta Black text.  Edge writing says ""Atlantis Poker Room - Home of the All In Players Association"" Show"
['http://themogh.org/cg_pix/nv/135821.jpg'],CG135821 Obsolete Denom: $1 Issued: 09/2014 Added: 2014-10-11 Last Update: 2022-07-09 Color: White Inserts: 12-White 12-Green Mold: Plain Inlay: Linen finish Logo: Logo Catalog#: D1639 Contributed by: Ross Poppel Game-On and PK marks Show
['http://themogh.org/cg_pix/nv/202809.jpg'],CG202809 Obsolete Denom: $1 Issued: 2017 Added: 2018-06-25 Last Update: 2022-07-09 Color: White Inserts: 8-Blue On Edge Mold: Plain Mftr: GameOn Inlay: GRID FINISH Logo: Logo Catalog#: D2715 Contributed by: David Sarles No PK Mark Show
"['http://themogh.org/cg_pix/nv/218777.jpg', 'http://themogh.org/cg_pix/nv/218777a.jpg']","CG218777 Current Denom: $1 Issued: 2019 Added: 2019-01-26 Last Update: 2022-07-09 Color: White Inserts: 12-White 12-Black Mold: Plain Logo: Logo Catalog#: NotInTCR Contributed by: Charles Kaplan GP. Black text.  Edge writing says ""Atlantis Poker Room - Home of the All In Players Association"" Show"
