image_urls,chip_info,issue_date,is_obsolete,has_valid_image
['http://themogh.org/cg_pix/nv/39086.jpg'],CG039086 Current Denom: 25¢ Issued: 1980s Added: 2011-07-10 Last Update: 2014-08-09 Color: White Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N1415.S Contributed by: Albert Scalzo (LM-2995-2) Straight cent line Show,2011-07-10,False,True
['http://themogh.org/cg_pix/nv/67833.jpg'],"CG067833 Current Denom: 25¢ Issued: 2001 Added: 2012-03-16 Last Update: 2014-08-09 Color: White Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: E3819.1 Contributed by: Lyle Okata Slanted ¢, NV Show",2012-03-16,False,True
['http://themogh.org/cg_pix/nv/105143.jpg'],CG105143 Current Denom: 25¢ Issued: 2001 Added: 2013-05-27 Last Update: 2014-08-09 Color: White Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: E3819 Contributed by: Barry Hauptman Straight cent line NV Show,2013-05-27,False,True
['http://themogh.org/cg_pix/nv/18724.jpg'],CG018724 Current Denom: $1 Issued: 1989 Last Update: 2022-10-02 Color: Blue Inserts: 3-Blue Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N1413 Contributed by: Cale Guthmiller Show,2022-10-02,False,True
['http://themogh.org/cg_pix/nv/20277.jpg'],CG020277 Current Denom: $1 Issued: 1998 Last Update: 2015-06-07 Color: BLUE Inserts: 3-Blue Mold: H&C (LCV) Inlay: HS-GOLD Catalog#: N1414.L Contributed by: Cale Guthmiller $1.00 Show,2015-06-07,False,True
['http://themogh.org/cg_pix/nv/020415.jpg'],CG020415 Current Denom: $1 Issued: 07/2008 Last Update: 2020-07-01 Color: White Inserts: 4-Red Mold: H&C (RHC) Inlay: OR-MULTI Catalog#: E7841 Contributed by: Greg Susong Updated by: Steve Clark Show,2020-07-01,False,True
['http://themogh.org/cg_pix/nv/37495.jpg'],"CG037495 Current Denom: $5 Issued: 2008 Added: 2011-05-30 Last Update: 2017-04-17 Color: Red Inserts: 1-Green 1-Blue 1-Brown Mold: H&C (RHC) Inlay: OR-MULTI Logo: Flowers Catalog#: E7842 Contributed by: Brian ""Mr. Splashbar"" Cashman NGCB lists chip color as Cherry. Show",2011-05-30,False,True
['http://themogh.org/cg_pix/nv/56304.jpg'],CG056304 Current Denom: $25 Issued: 1980s Added: 2011-12-02 Last Update: 2011-12-02 Color: Green Inserts: 3 Peach Mold: H&C (SCV) Inlay: R-White Logo: Gold Panning Catalog#: N1282 Contributed by: Alex Cilento Show,2011-12-02,False,True
['http://themogh.org/cg_pix/nv/74060.jpg'],CG074060 Current Denom: $25 Issued: 2008 Added: 2012-05-17 Last Update: 2012-05-17 Color: Green Inserts: 3 Bl/Ye Mold: H&C (RHC) Inlay: OR-MULTI Catalog#: E7843 Contributed by: Sheldon Cooper Show,2012-05-17,False,True
['http://themogh.org/cg_pix/nv/56305.jpg'],CG056305 Current Denom: $100 Issued: 1980s Added: 2011-12-02 Last Update: 2011-12-02 Color: Black Inserts: 3 Gy/Gn Mold: H&C (SCV) Inlay: R-White Logo: Gold Panning Catalog#: N2429 Contributed by: Alex Cilento Show,2011-12-02,False,True
['http://themogh.org/cg_pix/nv/74061.jpg'],CG074061 Current Denom: $100 Issued: 2008 Added: 2012-05-17 Last Update: 2012-05-17 Color: BLACK Inserts: 4 Ye/Pi Mold: H&C (RHC) Inlay: OR-MULTI Catalog#: E7844 Contributed by: Sheldon Cooper Show,2012-05-17,False,True
['http://themogh.org/cg_pix/nv/56306.jpg'],CG056306 Current Denom: $500 Issued: 1980s Added: 2011-12-02 Last Update: 2011-12-02 Color: Brown Inserts: 3 Pe/Ye Mold: H&C (SCV) Inlay: R-White Logo: Gold Panning Catalog#: E4546 Contributed by: Alex Cilento Show,2011-12-02,False,True
['http://themogh.org/cg_pix/nv/074062.jpg'],CG074062 Current Denom: $500 Issued: 2008 Added: 2012-05-17 Last Update: 2017-04-17 Color: Purple Inserts: 4 Blue/Orange Mold: H&C (RHC) Inlay: OR-MULTI Logo: Orchids Catalog#: E7845 Contributed by: Sheldon Cooper Updated by: Charles Kaplan NGCB lists chip color as Orchid. Show,2012-05-17,False,True
['http://themogh.org/cg_pix/nv/259648.jpg'],CG259648 Current Denom: $500 Issued: 2008 Added: 2021-02-11 Color: Purple Inserts: 4 Blue/Orange Mold: H&C (RHC) Inlay: OR-MULTI Logo: Orchids Catalog#: E7845.C Contributed by: David Sarles Notched - NGCB lists chip color as Orchid. Show,2021-02-11,False,True
