image_urls,chip_info,issue_date,is_obsolete,has_valid_image
['http://themogh.org/cg_pix/nv/292116.jpg'],CG292116 Current Issued: 1951 Added: 2022-09-14 Color: Green Inserts: 3 Purple Mold: SCrown Inlay: HS-GOLD Logo: Nugget & Rays Contributed by: Greg Ikemoto Show,2022-09-14,False,True
['http://themogh.org/cg_pix/nv/89834.jpg'],CG089834 Current Denom: 25¢ Issued: 1955 Added: 2012-09-03 Last Update: 2017-05-20 Color: White Mold: SCrown Inlay: HS-GOLD Logo: Pan Quantity: 1000 Catalog#: D0761 Show,2012-09-03,False,True
['http://themogh.org/cg_pix/nv/58180.jpg'],"CG058180 Current Denom: 25¢ Issued: 1960s Added: 2011-12-19 Last Update: 2017-05-20 Color: Ochre Mold: G~N Inlay: HS-GOLD Catalog#: N1112 Contributed by: Brian ""Mr. Splashbar"" Cashman Show",2011-12-19,False,True
['http://themogh.org/cg_pix/nv/58179.jpg'],"CG058179 Current Denom: 25¢ Issued: 1975 Added: 2011-12-19 Last Update: 2017-05-20 Color: Lavender Mold: G~N Inlay: HS-GOLD Quantity: 2000 Catalog#: N1730 Contributed by: Brian ""Mr. Splashbar"" Cashman Show",2011-12-19,False,True
"['http://themogh.org/cg_pix/nv/60573.jpg', 'http://themogh.org/cg_pix/nv/60573a.jpg']",CG060573 Current Denom: 0.50 Issued: 1950s Added: 2012-01-10 Last Update: 2017-05-20 Color: Green Mold: SmKey Inlay: HS-GOLD Logo: GN Catalog#: N7362 Contributed by: Alex Cilento Show,2012-01-10,False,True
['http://themogh.org/cg_pix/nv/117234.jpg'],CG117234 Current Denom: 0.50 Issued: 1960s Added: 2013-11-05 Last Update: 2017-05-20 Color: Gray/Blue Inserts: 1/2 Pie Dovetail Blue Mold: G~N Inlay: HS-GOLD Catalog#: N1116 Contributed by: Don Lueders Show,2013-11-05,False,True
"['http://themogh.org/cg_pix/nv/13084.jpg', 'http://themogh.org/cg_pix/nv/13084uv.jpg']","CG013084 Current Denom: $1 Issued: 2000 Last Update: 2017-05-20 Color: Blue Inserts: 3-Yellow Mold: House Inlay: OR-WHITE, GOLD Catalog#: V4367 Contributed by: Greg Susong Light Gold banner UV II NGCB lists chip color as Horizon Blue. Show",2017-05-20,False,True
['http://themogh.org/cg_pix/nv/40098.jpg'],"CG040098 Current Denom: $1 Issued: 2005 Added: 2011-07-30 Last Update: 2014-01-10 Color: BLUE Inserts: 3-Yellow Mold: House Inlay: OR-WHITE, GOLD Catalog#: N4367.1 Contributed by: Cale Guthmiller Dark gold banner Show",2011-07-30,False,True
['http://themogh.org/cg_pix/nv/97900.jpg'],"CG097900 Current Denom: $1 Issued: 2012 Added: 2013-02-01 Last Update: 2016-10-31 Color: Blue Inserts: 3-Yellow Mold: House Inlay: OR-WHITE, GOLD Catalog#: NotInTCR Contributed by: Ricky Pushkin Very dark gold banner Show",2013-02-01,False,True
['http://themogh.org/cg_pix/nv/273374.jpg'],"CG273374 Current Denom: $1 Issued: 2021 Added: 2021-11-03 Last Update: 2023-03-22 Color: Blue Inserts: 3-Yellow Mold: Plain Mftr: Icon Inlay: R-WHITE, GOLD Catalog#: D3295 Show",2021-11-03,False,True
['http://themogh.org/cg_pix/nv/100863.jpg'],"CG100863 Current Denom: $1 Issued: 03/2013 Added: 2013-04-01 Last Update: 2023-10-20 Color: Blue Inserts: 3-Yellow Mold: House Inlay: R-WHITE, GOLD Catalog#: D1038 Contributed by: Ross Poppel H&C in inlay NGCB lists chip color as Horizon Blue. Show",2013-04-01,False,True
['http://themogh.org/cg_pix/nv/235388.jpg'],CG235388 Current Denom: $2 Issued: 01/2020 Added: 2020-01-24 Last Update: 2020-07-21 Color: Gray Inserts: 2 Pink/Blue Mold: House Inlay: R-White Catalog#: TCR# D2948 Contributed by: Brian J. Kaefer Show,2020-01-24,False,True
['http://themogh.org/cg_pix/nj/43885.jpg'],CG043885 Show Casinos Denom: $5 Added: 2017-05-21 Last Update: 2017-05-21 Color: RED Inserts: 4 Wh Mold: House Inlay: White Logo: Logo Catalog#: GOL-5a Contributed by: Ricky Pushkin This Atlantic City chip was thought to have also been used in Las Vegas and was listed in The Chip Rack.  But that is not true and has since been removed from TCR. At best some of these chips were presented and redeemed at the cage. Show,2017-05-21,False,True
['http://themogh.org/cg_pix/nv/285247.jpg'],CG285247 Current Denom: $5 Added: 2022-05-23 Last Update: 2022-05-23 Color: Red Inserts: 4 Gray/Yellow/Blue Mold: House Inlay: HUB-White Logo: Logo Contributed by: Shungo Okubo Show,2022-05-23,False,True
"['http://themogh.org/cg_pix/nv/60579.jpg', 'http://themogh.org/cg_pix/nv/60579a.jpg']","CG060579 Current Denom: 5 Issued: 1940s Added: 2012-01-10 Last Update: 2016-10-31 Color: Purple Mold: Diamond Inlay: HS-GOLD Logo: TMc Catalog#: N2410 Contributed by: Alex Cilento TMc = Guy McAfee, attributed to ... Show",2012-01-10,False,True
"['http://themogh.org/cg_pix/nv/167939.jpg', 'http://themogh.org/cg_pix/nv/167939a.jpg']",CG167939 Current Denom: 5 Issued: 1940s Added: 2016-08-04 Last Update: 2016-10-31 Color: Lavender Mold: Diamond Inlay: HS-GOLD Logo: Nugget & Rays Catalog#: V2631 Contributed by: David Sarles Show,2016-08-04,False,True
"['http://themogh.org/cg_pix/nv/60576.jpg', 'http://themogh.org/cg_pix/nv/60576a.jpg']",CG060576 Current Denom: 5 Issued: 1946 Added: 2012-01-10 Last Update: 2017-05-20 Color: Beige Inserts: 2-Red Mold: Diamond Inlay: HS-GOLD Logo: Nugget & Rays Catalog#: N0742.C Contributed by: Alex Cilento Show,2012-01-10,False,True
