image_urls,chip_info,issue_date,is_obsolete,has_valid_image
['http://themogh.org/cg_pix/nv/72925.jpg'],CG072925 Current Denom: 25¢ Issued: 1970s Added: 2012-05-01 Last Update: 2019-08-24 Color: Brown Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N9395 Contributed by: Sheldon Cooper Show,2012-05-01,False,True
['http://themogh.org/cg_pix/nv/s/20886.jpg'],CG020886 Current Denom: $1 Issued: 1981 Last Update: 2018-01-22 Color: White Inserts: 6-Dk Orange Mold: Die4Suit (LOT) Inlay: CIC-Silver Logo: Cactus Catalog#: N3184 Contributed by: Cale Guthmiller Show,2018-01-22,False,True
['http://themogh.org/cg_pix/nv/07976.jpg'],CG007976 Current Denom: $1 Issued: 1980s Last Update: 2018-02-20 Color: White Inserts: 6-Lt Orange Mold: Die4Suit (LOT) Inlay: CIC-Silver Logo: Cactus Catalog#: V2189.S Contributed by: Greg Susong Show,2018-02-20,False,True
['http://themogh.org/cg_pix/nv/s/20885.jpg'],CG020885 Current Denom: $1 Issued: 1980s Last Update: 2018-01-22 Color: White Inserts: 6-Lt Orange Mold: DieSuits (LOT) Inlay: CIC-Silver Logo: Cactus Catalog#: V2189.P Contributed by: Cale Guthmiller Show,2018-01-22,False,True
['http://themogh.org/cg_pix/nv/07977.jpg'],CG007977 Current Denom: $1 Issued: 2001 Last Update: 2020-11-11 Color: White Inserts: 6-Dark Orange Mold: 6Suits (ROT) Inlay: CIC-SILVER Logo: Cactus Catalog#: V6584 Contributed by: Greg Susong Show,2020-11-11,False,True
['http://themogh.org/cg_pix/nv/041834.jpg'],CG041834 Current Denom: $1 Issued: 2005 Added: 2011-08-22 Last Update: 2018-01-13 Color: White Inserts: 6 Orange Mold: 6Suits (ROT) Inlay: CIC-Silver Logo: Cactus Catalog#: V6584.1 Contributed by: Cale Guthmiller Show,2011-08-22,False,True
"['http://themogh.org/cg_pix/nv/169672.jpg', 'http://themogh.org/cg_pix/nv/169672a.jpg']","CG169672 Current Denom: $1 Issued: 2000s Added: 2016-09-13 Last Update: 2023-02-17 Color: White Inserts: 6-Lt Orange Mold: 6Suits (ROT) Inlay: CIC-Silver Logo: Cactus Catalog#: Not in TCR Contributed by: Curt Squires Error in Spelling Chip 2:  Side one: Nevada is spelled correctly (NEVADA); Side 2 Nevada is spelled ""NFVADA"".  The ""E"" is spelled with an ""F"". Show",2016-09-13,False,True
"['http://themogh.org/cg_pix/nv/169673.jpg', 'http://themogh.org/cg_pix/nv/169673a.jpg']","CG169673 Current Denom: $1 Issued: 2000s Added: 2016-09-13 Last Update: 2023-02-17 Color: White Inserts: 6-Lt Orange Mold: 6Suits (ROT) Inlay: CIC-Silver Logo: Cactus Catalog#: Not in TCR Contributed by: Curt Squires Error in Spelling Chip 3:  Side one: Nevada is spelled incorrectly, ""NFVADA"" - E is spelled with an ""F"".  Side 2: E is spelled with an ""F"" AND the ""D"" is spelled with an ""n"" Show",2016-09-13,False,True
"['http://themogh.org/cg_pix/nv/169675.jpg', 'http://themogh.org/cg_pix/nv/169675a.jpg']","CG169675 Current Denom: $1 Issued: 2000s Added: 2016-09-13 Last Update: 2023-02-17 Color: White Inserts: 6-Lt Orange Mold: 6Suits (ROT) Inlay: CIC-Silver Logo: Cactus Catalog#: Not in TCR Contributed by: Curt Squires Error in Spelling Chip 4:  Both sides: Nevada is spelled incorrectly, ""NFVAnA"" - E is spelled with an ""F"" AND the ""D"" is spelled with an ""n"" Show",2016-09-13,False,True
['http://themogh.org/cg_pix/nv/42032.jpg'],CG042032 Current Denom: $2.50 Issued: 1981 Added: 2011-08-25 Last Update: 2017-09-29 Color: Yellow Inserts: 6 Blue Mold: Die4Suit (LOT) Inlay: CIC - SILVER Logo: Cactus Catalog#: N0873 Contributed by: Gary Acquistapace CIC Show,2011-08-25,False,True
