image_urls,chip_info
['http://themogh.org/cg_pix/nv/33565.jpg'],"CG033565 Obsolete Denom: $1 Issued: 1960 Added: 2011-03-19 Last Update: 2023-03-29 Color: Gray Inserts: 3-Green Mold: H&C (CJ) Inlay: HS-GOLD Catalog#: N3728 Contributed by: Cale Guthmiller Hoard: About 100 found March, 2023. Show"
['http://themogh.org/cg_pix/nv/33568.jpg'],CG033568 Obsolete Denom: $5 Issued: 1960 Added: 2011-03-19 Last Update: 2013-01-03 Color: BLACK Inserts: 3 Mu Mold: H&C (CJ) Catalog#: N3793 Show
['http://themogh.org/cg_pix/nv/033569.jpg'],CG033569 Obsolete Denom: $5 Issued: 1960 Added: 2016-05-06 Last Update: 2016-05-06 Color: Gray Inserts: 3 Nv Mold: H&C (CJ) Catalog#: N8154 Contributed by: David Sarles Show
['http://themogh.org/cg_pix/nv/33570.jpg'],"CG033570 Obsolete Denom: $5 Issued: 1960 Added: 2011-03-19 Last Update: 2023-03-29 Color: Mustard Inserts: 3 Nv Mold: H&C (CJ) Catalog#: N8153 Hoard: About 300 found March, 2023. Show"
['http://themogh.org/cg_pix/nv/033566.jpg'],CG033566 Obsolete Denom: $5 Issued: 1964 Added: 2016-05-06 Last Update: 2016-05-06 Color: Black Mold: H&C (CJ) Inlay: HS-GOLD Catalog#: E0335 Contributed by: David Sarles Show
['http://themogh.org/cg_pix/nv/33567.jpg'],CG033567 Obsolete Denom: $5 Issued: 1964 Added: 2011-03-19 Last Update: 2013-01-03 Color: MUSTARD Inserts: 3 Nv Mold: H&C (CJ) Inlay: HS-GOLD Catalog#: N8152 Show
['http://themogh.org/cg_pix/nv/33572.jpg'],"CG033572 Obsolete Denom: $25 Issued: 1960 Added: 2011-03-19 Last Update: 2023-03-29 Color: Green Inserts: 3 Bk Mold: H&C (CJ) Catalog#: N8155 Hoard: About 50 found March, 2023. Show"
['http://themogh.org/cg_pix/nv/33573.jpg'],CG033573 Obsolete Denom: $25 Issued: 1960 Added: 2011-03-19 Last Update: 2013-09-14 Color: GRAY Inserts: 3 Rd Mold: H&C (CJ) Catalog#: E0336 Show
['http://themogh.org/cg_pix/nv/33571.jpg'],CG033571 Obsolete Denom: $25 Issued: 1964 Added: 2011-03-19 Last Update: 2013-01-03 Color: Green Inserts: 3 Bk Mold: H&C (CJ) Inlay: HS-GOLD Catalog#: N3697 Show
[],CG033574 Obsolete Denom: $25 Issued: 1964 Added: 2011-03-19 Last Update: 2011-03-19 Color: MAROON Inserts: 3 Gn Mold: HHR Catalog#: N3205 Show
[],
[],
