image_urls,chip_info
['http://themogh.org/cg_pix/nv/40406.jpg'],CG040406 Obsolete Denom: $1 Issued: 2007 Added: 2011-08-02 Last Update: 2017-04-19 Color: White Inserts: 1-Olive-V 1-Yellow-V Mold: H&C (LCV) Inlay: R-LT GRAY Logo: Logo Catalog#: E6015 NGCB lists insert colors of Yellow & Metallic Gold. Show
"['http://themogh.org/cg_pix/nv/18187.jpg', 'http://themogh.org/cg_pix/nv/18187a.jpg']",CG018187 Obsolete Denom: $1 Issued: 2007 Last Update: 2017-04-19 Color: White Inserts: 1-Olive-V 1-Yellow-V Mold: H&C (LCV/SCV) Inlay: R-LT GRAY Logo: Logo Catalog#: E6015 Contributed by: Greg Susong NGCB lists insert colors of Yellow & Metallic Gold. Show
['http://themogh.org/cg_pix/nv/18186.jpg'],CG018186 Obsolete Denom: $1 Issued: 2007 Last Update: 2017-04-19 Color: White Inserts: 1-Olive-V 1-Yellow-V Mold: H&C (SCV) Inlay: R-LT GRAY Logo: Logo Catalog#: E6015 Contributed by: Greg Susong NGCB lists insert colors of Yellow & Metallic Gold. Show
['http://themogh.org/cg_pix/nv/39836.jpg'],"CG039836 Obsolete Denom: $5 Issued: 2007 Added: 2011-07-24 Last Update: 2017-04-19 Color: Red Inserts: 4-Lt. Blue Mold: H&C (LCV) Inlay: R-RED Catalog#: E6016 Contributed by: Brian ""Mr. Splashbar"" Cashman NGCB lists insert colors as Sky Blue. Show"
"['http://themogh.org/cg_pix/nv/293469.jpg', 'http://themogh.org/cg_pix/nv/293469a.jpg']",CG293469 Obsolete Denom: $5 Issued: 2007 Added: 2022-10-11 Color: Red Inserts: 4 Lt Blue Mold: H&C (LCV/SCV) Inlay: R-Red Catalog#: E6016.LS Contributed by: Shungo Okubo Show
['http://themogh.org/cg_pix/nv/67832.jpg'],"CG067832 Obsolete Denom: $5 Issued: 2007 Added: 2012-03-16 Last Update: 2017-04-19 Color: Red Inserts: 4-Lt. Blue Mold: H&C (SCV) Inlay: R-RED Catalog#: E6016.S Contributed by: Brian ""Mr. Splashbar"" Cashman NGCB lists insert colors as Sky Blue. Show"
['http://themogh.org/cg_pix/nv/75169.jpg'],CG075169 Obsolete Denom: $25 Issued: 2007 Added: 2012-06-03 Last Update: 2012-06-03 Color: Green Inserts: 8 White Mold: H&C (LCV) Inlay: R-GREEN Catalog#: E6017.L Contributed by: Justin Kelley Show
"['http://themogh.org/cg_pix/nv/312168.jpg', 'http://themogh.org/cg_pix/nv/312168a.jpg']",CG312168 Obsolete Denom: $25 Issued: 2007 Added: 2024-01-07 Color: Green Inserts: 8 White Mold: H&C (LCV/SCV) Inlay: R-Green Catalog#: E6017.LS Contributed by: Tom Deason Show
['http://themogh.org/cg_pix/nv/75170.jpg'],CG075170 Obsolete Denom: $25 Issued: 2007 Added: 2012-06-03 Last Update: 2012-06-03 Color: Green Inserts: 8 White Mold: H&C (SCV) Inlay: R-GREEN Catalog#: E6017.S Contributed by: Justin Kelley Show
['http://themogh.org/cg_pix/nv/099221.jpg'],"CG099221 Obsolete Denom: $100 Issued: 2007 Added: 2013-02-21 Last Update: 2017-04-19 Color: Black Inserts: 4-Gray 4-Orange 4-Aqua Mold: H&C (LCV) Inlay: R-BLACK Logo: Alpha Dot Catalog#: E6018 Contributed by: Larry Kopp Secondary Rack NGCB lists Grey, Sherbet Orange & Aqua inserts. Show"
"['http://themogh.org/cg_pix/nv/312169.jpg', 'http://themogh.org/cg_pix/nv/312169a.jpg']","CG312169 Obsolete Denom: $100 Issued: 2007 Added: 2024-01-07 Color: Black Inserts: 6 Yellow, 6 Pink Mold: H&C (LCV/SCV) Inlay: R-Black Logo: Alpha Dot Catalog#: E7783.LS Contributed by: Tom Deason Show"
['http://themogh.org/cg_pix/nv/128144.jpg'],"CG128144 Obsolete Denom: $100 Issued: 2007 Added: 2017-08-31 Last Update: 2017-08-31 Color: Black Inserts: 6 Yellow, 6 Pink Mold: H&C (SCV) Inlay: R-Black Logo: Alpha Dot Catalog#: E7783 Contributed by: Tom Deason Primary Rack Show"
[],CG144576 Obsolete Denom: $500 Issued: 2007 Added: 2015-06-08 Last Update: 2017-04-19 Color: Purple Inserts: 4-Brown 4-Lime Green Mold: H&C (SCV) Inlay: R-LILAC Logo: Alpha Dot Catalog#: E7784 Primary Rack NGCB lists chip color as Orchid with Chocolate & Mint Green inserts. Show
[],CG144577 Obsolete Denom: $500 Issued: 2007 Added: 2015-06-08 Last Update: 2017-04-19 Color: Purple Inserts: Pink/Fuchsia Mold: H&C (SCV) Logo: Alpha Dot Catalog#: E7785 Secondary Rack; Alpha Dot logo NGCB lists Pink & Fuchsia inserts. Show
[],
