image_urls,chip_info
['http://themogh.org/cg_pix/nv/45797.jpg'],CG045797 Obsolete Denom: 25¢ Issued: 1955 Added: 2011-10-06 Last Update: 2012-04-27 Color: Fuchsia Mold: HCE Inlay: HS-GOLD Catalog#: N4136 Contributed by: Terry Shaffer Show
"['http://themogh.org/cg_pix/nv/45798.jpg', 'http://themogh.org/cg_pix/nv/45798a.jpg']",CG045798 Obsolete Denom: 25¢ Issued: 1955 Added: 2011-10-06 Last Update: 2011-10-06 Color: ORANGE Mold: HHL Inlay: HS Gold Catalog#: NotInTCR Contributed by: Alex Cilento Show
"['http://themogh.org/cg_pix/nv/45799.jpg', 'http://themogh.org/cg_pix/nv/45799a.jpg']",CG045799 Obsolete Denom: 50¢ Issued: 1955 Added: 2011-10-06 Last Update: 2022-02-14 Color: Brown Inserts: 2 Red Mold: HHL Inlay: HS-Gold Catalog#: N4263 Contributed by: Alex Cilento Attributed to Show
"['http://themogh.org/cg_pix/nv/128227.jpg', 'http://themogh.org/cg_pix/nv/128227a.jpg']",CG128227 Obsolete Denom: $5 Issued: 1950s Added: 2016-05-06 Last Update: 2022-02-14 Color: Green Inserts: 3 Mustard Mold: HCE Inlay: R-White Logo: Casino Catalog#: N4018 Contributed by: David Sarles Chip is drilled through and inlay reapplied Show
"['http://themogh.org/cg_pix/nv/45800.jpg', 'http://themogh.org/cg_pix/nv/45800a.jpg']",CG045800 Obsolete Denom: $5 Issued: 1955 Added: 2011-10-06 Last Update: 2014-05-26 Color: Green Inserts: 2 Yellow Mold: HHL Inlay: HS Gold Catalog#: N1370 Contributed by: Alex Cilento Attributed to Show
[],CG128224 Obsolete Denom: $5 Issued: 1958 Added: 2014-05-26 Last Update: 2014-05-26 Color: Green Inserts: 3 Mustard Mold: HCE Inlay: R-White Catalog#: N4039 Show
['http://themogh.org/cg_pix/nv/30705.jpg'],CG030705 Obsolete Denom: $5 Issued: 1959 Added: 2011-02-01 Last Update: 2014-05-26 Color: NAVY Inserts: 2 Salmon Mold: HCE Catalog#: N1369 Contributed by: Marty Robbins Show
"['http://themogh.org/cg_pix/nv/128225.jpg', 'http://themogh.org/cg_pix/nv/128225a.jpg']",CG128225 Obsolete Denom: $20 Issued: 1955 Added: 2019-06-08 Last Update: 2019-06-08 Color: Black Inserts: 2 Gray Mold: HHL Inlay: HS Gold Catalog#: N4262 Attributed to Show
['http://themogh.org/cg_pix/nv/40192.jpg'],CG040192 Obsolete Denom: $25 Issued: 1950s Added: 2011-07-31 Last Update: 2012-04-27 Color: BEIGE Inserts: 2 Red Mold: HCE Inlay: R-WHITE Catalog#: N4019 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/128226.jpg'],CG128226 Obsolete Denom: $25 Issued: 1950s Added: 2017-09-29 Last Update: 2017-09-29 Color: Beige Inserts: 3 Bk Mold: HCE Inlay: R-White Logo: Casino Catalog#: N4026 Contributed by: David Sarles Show
['http://themogh.org/cg_pix/nv/45801.jpg'],CG045801 Obsolete Denom: $25 Issued: 1950s Added: 2011-10-06 Last Update: 2014-05-26 Color: BEIGE Inserts: 3 Bk Mold: HCE Inlay: R-White Logo: Casino Catalog#: N4026.C Contributed by: Alex Cilento Cancelled Show
[],
