image_urls,chip_info,issue_date,is_obsolete,has_valid_image
['http://themogh.org/cg_pix/nv/63275.jpg'],CG063275 Current Denom: $1 Issued: 2012 Added: 2012-02-15 Last Update: 2023-02-26 Color: White Inserts: 3-Pink Mold: H&C (RHC) Inlay: OR-MULTI Logo: Clown Catalog#: D0441 Contributed by: Justin Kelley NGCB lists insert color as Hot Pink. Show,2012-02-15,False,True
['http://themogh.org/cg_pix/nv/188181.jpg'],CG188181 Current Denom: $1 Issued: 2017 Added: 2017-11-25 Last Update: 2023-02-26 Color: White Inserts: 2-Blurple Mold: H&C (RHC) Inlay: OR-MULTI-FG Catalog#: D2609 Contributed by: Curt Squires Show,2017-11-25,False,True
['http://themogh.org/cg_pix/nv/234063.jpg'],"CG234063 Current Denom: $1 Issued: 2019 Added: 2019-12-22 Last Update: 2023-02-26 Color: Blue Inserts: 4-Dark Gray 4-Peach Mold: H&C (SCV) Inlay: OR-LT BLUE Logo: CC Catalog#: D2944 The NCGB lists chip colors as Horizon Blue, Maroon, and Sherbet Orange. Show",2019-12-22,False,True
['http://themogh.org/cg_pix/nv/295995.jpg'],CG295995 Current Denom: $1 Issued: 2019 Added: 2022-11-29 Last Update: 2023-02-26 Color: Blue Inserts: 4-Dark Gray 4-Peach Mold: H&C (LCV) Inlay: OR-LT BLUE Logo: CC Catalog#: D2944 Contributed by: Shungo Okubo Show,2022-11-29,False,True
['http://themogh.org/cg_pix/nv/40480.jpg'],CG040480 Current Denom: $5 Issued: 1980s Added: 2011-08-03 Last Update: 2011-08-03 Color: RED Inserts: 3-Gray Mold: H&C (SCV) Inlay: HS-Gold Catalog#: N1460 Contributed by: Bruce Kay Show,2011-08-03,False,True
"['http://themogh.org/cg_pix/nv/66439.jpg', 'http://themogh.org/cg_pix/nv/66439a.jpg']",CG066439 Current Denom: $5 Issued: 2009 Added: 2012-03-07 Last Update: 2012-03-07 Color: RED/PINK Inserts: 3 GRAY Mold: H&C (SCV) Inlay: HUB-WHITE Logo: Clown Catalog#: E8977 Contributed by: Terry Shaffer Show,2012-03-07,False,True
['http://themogh.org/cg_pix/nv/234064.jpg'],"CG234064 Current Denom: $5 Issued: 2019 Added: 2019-12-22 Last Update: 2020-01-25 Color: Red Inserts: 4 White/Purple Mold: H&C (SCV) Inlay: R-Black Logo: CC Catalog#: NotInTCR The NGCB lists chip colors as Royal Red, Blurple and Off-White. Show",2019-12-22,False,True
"['http://themogh.org/cg_pix/nv/266537.jpg', 'http://themogh.org/cg_pix/nv/266537a.jpg']",CG266537 Current Denom: $5 Issued: 2009 Added: 2021-06-03 Color: Red/Pink Inserts: 3 Gray Mold: H&C (SCV) Inlay: HUB-WHITE Logo: Clown Catalog#: E8977.C Contributed by: David Sarles Drilled and Notched Show,2021-06-03,False,True
['http://themogh.org/cg_pix/nv/234065.jpg'],"CG234065 Current Denom: $25 Issued: 2019 Added: 2019-12-22 Last Update: 2020-01-25 Color: Green Inserts: 2 Peach, 2 Gray Mold: H&C (SCV) Inlay: R-White Logo: CC Catalog#: NotInTCR The NGCB lists chip colors as Indian Blue, Peach and Showboat Gray. Show",2019-12-22,False,True
['http://themogh.org/cg_pix/nv/234114.jpg'],"CG234114 Current Denom: $100 Issued: 2019 Added: 2019-12-23 Last Update: 2020-01-25 Color: Black Inserts: 4 Orange, 4 Lavendar Mold: H&C (RHC) Inlay: R-Yellow Logo: CC Catalog#: NotInTCR Contributed by: Ricky Pushkin The NGCB lists chip colors as Black, Arc Yellow and Petunia. Show",2019-12-23,False,True
