image_urls,chip_info,issue_date,is_obsolete,has_valid_image
['http://themogh.org/cg_pix/nv/41439.jpg'],CG041439 Current Denom: 25¢ Issued: 1980s Added: 2011-08-17 Last Update: 2012-04-23 Color: Lt Brown Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N3063 Contributed by: Terry Shaffer Show,2011-08-17,False,True
['http://themogh.org/cg_pix/nv/45846.jpg'],CG045846 Current Denom: 25¢ Issued: 1987 Added: 2011-10-07 Last Update: 2015-03-28 Color: Yellow Mold: 8Suits Inlay: HS-GOLD Catalog#: N0264 Contributed by: Frank Steward Show,2011-10-07,False,True
['http://themogh.org/cg_pix/nv/13791.jpg'],CG013791 Current Denom: $1 Issued: 2003 Last Update: 2017-03-05 Color: White Inserts: 12-Blue (shallow) Mold: 24Slits Inlay: OR-BLUE Logo: Lake pic Catalog#: E0295 Contributed by: Greg Susong NGCB lists chip color as Ivory with insert colors of Sky Blue. Show,2017-03-05,False,True
['http://themogh.org/cg_pix/nv/41412.jpg'],CG041412 Current Denom: $2.50 Issued: 2006 Added: 2011-08-16 Last Update: 2017-03-05 Color: Yellow Inserts: 12-Black Mold: 24Slits Inlay: OR-MULTI Catalog#: E0294 Contributed by: Frank Steward NGCB lists chip color as Canary Yellow. Show,2011-08-16,False,True
['http://themogh.org/cg_pix/nv/45845.jpg'],CG045845 Current Denom: $5 Issued: 1950's Added: 2011-10-07 Last Update: 2011-10-07 Color: GRAY Inserts: 3 Red Mold: ZigZag Catalog#: N7848 Contributed by: Frank Steward Show,2011-10-07,False,True
['http://themogh.org/cg_pix/nv/190313.jpg'],CG190313 Current Denom: $5 Issued: 1953 Added: 2017-12-18 Color: Red Inserts: 3 Yellow Mold: ZigZag Inlay: HS-Gold Catalog#: N7856 Contributed by: David Sarles No City Show,2017-12-18,False,True
['http://themogh.org/cg_pix/nv/45858.jpg'],"CG045858 Current Denom: $5 Issued: 1990 Added: 2011-10-07 Last Update: 2019-02-20 Color: Red Inserts: 3 Yellow, 3 Orange Mold: H&C (SCV) Catalog#: N2551 Contributed by: Frank Steward North Lake Tahoe, Nv Show",2011-10-07,False,True
['http://themogh.org/cg_pix/nv/41413.jpg'],CG041413 Current Denom: $5 Issued: 2003 Added: 2011-08-16 Last Update: 2018-02-20 Color: Fuchsia Inserts: 8-Navy Mold: Plain Inlay: OR-MULTI Logo: Pic lake Catalog#: E0296 Contributed by: Frank Steward NGCB lists chip color as Dark Red with insert colors of Dark Blue. Show,2011-08-16,False,True
"['http://themogh.org/cg_pix/nv/36771.jpg', 'http://themogh.org/cg_pix/nv/36771a.jpg']",CG036771 Current Denom: $25 Issued: 1953 Added: 2011-05-19 Last Update: 2011-05-19 Color: BEIGE Mold: ZigZag Inlay: HS Gold Catalog#: E0299 Contributed by: Rich Hodges Show,2011-05-19,False,True
['http://themogh.org/cg_pix/nv/45859.jpg'],"CG045859 Current Denom: $25 Issued: 1990 Added: 2011-10-07 Last Update: 2019-02-20 Color: Green Inserts: 3 Brown, 3 Hot Pink Mold: H&C (SCV) Catalog#: E0298 Contributed by: Frank Steward North Lake Tahoe, Nv Show",2011-10-07,False,True
['http://themogh.org/cg_pix/nv/41414.jpg'],CG041414 Current Denom: $25 Issued: 2003 Added: 2011-08-16 Last Update: 2018-02-20 Color: Green Inserts: 16-Black 8-Yellow Mold: Plain Inlay: OR-BLUE Logo: Pic lake Catalog#: E0297 Contributed by: Frank Steward NGCB lists chip color as Lime. Show,2011-08-16,False,True
['http://themogh.org/cg_pix/nv/71410.jpg'],CG071410 Current Denom: $100 Issued: 2003 Added: 2012-04-11 Last Update: 2019-09-11 Color: Black Inserts: 18-Lavender 6-Blue Mold: Plain Mftr: BJ Inlay: OR-MULTI Logo: Lake Catalog#: E0300 Contributed by: Justin Kelley NGCB lists insert colors of Violet and Dark Blue. Show,2012-04-11,False,True
