image_urls,chip_info
['http://themogh.org/cg_pix/nv/259529.jpg'],CG259529 Obsolete Issued: 1945 Added: 2021-02-09 Color: White Mold: SmKey Inlay: Diecut Catalog#: Not in TCR Contributed by: David Sarles Show
['http://themogh.org/cg_pix/nv/59180.jpg'],CG059180 Obsolete Issued: 1949 Added: 2011-12-28 Last Update: 2011-12-28 Color: Mustard Mold: LCrown Inlay: HS-GOLD Catalog#: V4026 Contributed by: Alex Cilento BK = Beldon Katleman Show
['http://themogh.org/cg_pix/nv/167208.jpg'],CG167208 Obsolete Denom: $5 Issued: 1940s Added: 2016-07-22 Last Update: 2016-07-22 Color: Mustard Inserts: 3 Black Mold: Arodie Inlay: R-WHITE Logo: Windmill Catalog#: NotInTCR Contributed by: David Sarles Show
['http://themogh.org/cg_pix/nv/59185.jpg'],CG059185 Obsolete Denom: $5 Issued: 1940s Added: 2011-12-28 Last Update: 2012-04-11 Color: MUSTARD Inserts: 3 Black Mold: Hub Inlay: R-WHITE Logo: Windmill Catalog#: N1563 Contributed by: Alex Cilento Show
"['http://themogh.org/cg_pix/nv/162418.jpg', 'http://themogh.org/cg_pix/nv/162418a.jpg']",CG162418 Obsolete Denom: $5 Issued: 1940s Added: 2016-05-04 Last Update: 2016-05-04 Color: Red Mold: LCrown Catalog#: V4028 Contributed by: David Sarles Show
['http://themogh.org/cg_pix/nv/167207.jpg'],CG167207 Obsolete Denom: $5 Issued: 1940s Added: 2016-07-22 Last Update: 2016-07-22 Color: Gray Inserts: 4 Black Mold: T's Inlay: R-WHITE Logo: Windmill Catalog#: D1377 Contributed by: David Sarles Show
"['http://themogh.org/cg_pix/nv/59191.jpg', 'http://themogh.org/cg_pix/nv/59191a.jpg']",CG059191 Obsolete Denom: $5 Issued: 1941 Added: 2011-12-28 Last Update: 2011-12-28 Color: Purple Mold: Diamond Inlay: HS Gold Catalog#: N0763 Contributed by: Alex Cilento Show
"['http://themogh.org/cg_pix/nv/59181.jpg', 'http://themogh.org/cg_pix/nv/59181a.jpg']",CG059181 Obsolete Denom: $5 Issued: 1943 Added: 2011-12-28 Last Update: 2011-12-28 Color: Red Mold: Diamond Inlay: HS-GOLD Logo: Windmill Catalog#: N8209 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/32120.jpg'],CG032120 Obsolete Denom: $5 Issued: 1944 Added: 2011-02-23 Last Update: 2011-02-25 Color: NAVY Mold: DiaSqr Inlay: HS-GOLD Catalog#: V4027 Show
"['http://themogh.org/cg_pix/nv/59188.jpg', 'http://themogh.org/cg_pix/nv/59188a.jpg']",CG059188 Obsolete Denom: $5 Issued: 1945 Added: 2011-12-28 Last Update: 2011-12-28 Color: Red Mold: SmKey Inlay: Diecut Catalog#: V4029.C Contributed by: Alex Cilento Show
"['http://themogh.org/cg_pix/nv/59189.jpg', 'http://themogh.org/cg_pix/nv/59189a.jpg']",CG059189 Obsolete Denom: $5 Issued: 1946 Added: 2011-12-28 Last Update: 2011-12-28 Color: Red Mold: LCrown Inlay: HS Gold Catalog#: N6714 Contributed by: Alex Cilento Show
"['http://themogh.org/cg_pix/nv/59186.jpg', 'http://themogh.org/cg_pix/nv/059186a.jpg']",CG059186 Obsolete Denom: $5 Issued: 1946 Added: 2011-12-28 Last Update: 2016-05-04 Color: Purple Inserts: 3 Rd Mold: T's Inlay: HS Gold Catalog#: N7673 Contributed by: Alex Cilento Show
