image_urls,chip_info
['http://themogh.org/cg_pix/nv/032582.jpg'],CG032582 Obsolete Denom: 25¢ Issued: 1977 Added: 2011-02-28 Last Update: 2022-04-01 Color: Navy Mold: DieCar Inlay: HS-Gold Catalog#: N1365 Updated by: Steve Clark Incused Show
['http://themogh.org/cg_pix/nv/38418.jpg'],"CG038418 Obsolete Denom: 50¢ Issued: 1977 Added: 2011-06-16 Last Update: 2022-04-01 Color: Yellow Mold: DieCar Inlay: HS-Gold Catalog#: N1364 Contributed by: Brian ""Mr. Splashbar"" Cashman Incused Show"
['http://themogh.org/cg_pix/nv/45656.jpg'],CG045656 Obsolete Denom: 50¢ Issued: 1977 Added: 2011-10-04 Last Update: 2022-04-01 Color: Fuchsia Mold: DieCar Inlay: HS-Gold Catalog#: N0980 Contributed by: Alex Cilento Incused Show
['http://themogh.org/cg_pix/nv/260628.jpg'],CG260628 Obsolete Denom: 50¢ Issued: 1977 Added: 2021-02-22 Last Update: 2022-04-01 Color: Mustard Mold: DieCar Inlay: HS-Gold Catalog#: Not in TCR Contributed by: David Sarles Incused Show
['http://themogh.org/cg_pix/nv/s/19598.jpg'],CG019598 Obsolete Denom: $1 Issued: 1977 Last Update: 2022-04-01 Color: Beige Mold: DieCar Inlay: R-White Quantity: 9000 Catalog#: N0965 Contributed by: Dick Bartley Show
['http://themogh.org/cg_pix/nv/19391.jpg'],CG019391 Obsolete Denom: $1 Issued: 1979 Last Update: 2022-04-01 Color: Beige Mold: Nevada Inlay: R-White Quantity: 14000 Catalog#: N1366 Contributed by: Cale Guthmiller Show
['http://themogh.org/cg_pix/nv/s/19631.jpg'],CG019631 Obsolete Denom: $1 Issued: 1983 Last Update: 2022-04-01 Color: White Inserts: 6 sxs Brown Mold: Die4Suit (LOT) Inlay: CIC-Silver Catalog#: N7110.S Contributed by: Jim Buell Show
['http://themogh.org/cg_pix/nv/129886.jpg'],CG129886 Obsolete Denom: $1 Issued: 1983 Added: 2014-06-26 Last Update: 2022-04-01 Color: White Inserts: 6 sxs Brown Mold: Die4Suit (LOT) Inlay: CIC-Silver Catalog#: N7110.P Contributed by: Cale Guthmiller Show
['http://themogh.org/cg_pix/nv/45657.jpg'],CG045657 Obsolete Denom: $5 Issued: 1977 Added: 2011-10-04 Last Update: 2022-04-01 Color: Red Inserts: 3 Be Mold: DieCar Inlay: R-White Catalog#: N0902 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/30702.jpg'],CG030702 Obsolete Denom: $5 Issued: 1979 Added: 2011-02-01 Last Update: 2022-04-01 Color: Red Inserts: 3 Off-White Mold: Nevada Inlay: R-White Catalog#: N5956 Contributed by: Marty Robbins Show
['http://themogh.org/cg_pix/nv/38415.jpg'],"CG038415 Obsolete Denom: $5 Issued: 1983 Added: 2011-06-16 Last Update: 2018-12-04 Color: Red Inserts: 6 sxs Blue Mold: Die4Suit (LOT) Inlay: CIC-Silver Catalog#: N0878 Contributed by: Brian ""Mr. Splashbar"" Cashman Show"
[],CG128177 Obsolete Denom: $25 Issued: 1977 Added: 2014-05-25 Last Update: 2014-05-25 Color: Green Inserts: 3 Red Mold: DieCar Inlay: R-White Catalog#: N0927 Show
[],CG128178 Obsolete Denom: $25 Issued: 1977 Added: 2014-05-25 Last Update: 2014-05-25 Color: Green Inserts: 3 Red Mold: DieCar Inlay: R-White Catalog#: N0927.C Cancelled Show
[],CG128176 Obsolete Denom: $25 Issued: 1979 Added: 2014-05-25 Last Update: 2014-05-25 Color: Green Inserts: 3 Red Mold: Nevada Inlay: R-White Catalog#: N5991 Show
['http://themogh.org/cg_pix/nv/45659.jpg'],CG045659 Obsolete Denom: $25 Issued: 1979 Added: 2011-10-04 Last Update: 2022-04-01 Color: Green Inserts: 3 Red Mold: Nevada Inlay: R-White Catalog#: N5991.C Contributed by: Alex Cilento Cancelled Show
