image_urls,chip_info,issue_date,is_obsolete,has_valid_image
['http://themogh.org/cg_pix/nv/44432.jpg'],CG044432 Current Denom: 25¢ Issued: 1960s Added: 2011-09-13 Last Update: 2011-09-13 Color: BLACK Mold: H&C (CJ) Inlay: HS-Gold Catalog#: N3120 Contributed by: Delev Rothe and Jon Day Show,2011-09-13,False,True
['http://themogh.org/cg_pix/nv/18826.jpg'],CG018826 Current Denom: 25¢ Issued: 1980 Last Update: 2013-10-11 Mold: H&C (LCV) Inlay: HS-GOLD Catalog#: V2353 Contributed by: Greg Susong Show,2013-10-11,False,True
['http://themogh.org/cg_pix/nv/11597.jpg'],CG011597 Current Denom: 25¢ Issued: 1990s Last Update: 2012-04-24 Color: Yellow Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N3122 Contributed by: Terry Shaffer Show,2012-04-24,False,True
['http://themogh.org/cg_pix/nv/022214.jpg'],CG022214 Current Denom: 25¢ Issued: 1997 Last Update: 2017-04-22 Color: Yellow Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: V2354.1 Contributed by: Luke Rapley Slanted Â¢ sign NGCB lists the issue date as 1997. Show,2017-04-22,False,True
['http://themogh.org/cg_pix/nv/11630.jpg'],CG011630 Current Denom: 25¢ Issued: 1998 Last Update: 2017-04-22 Color: Yellow Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: V2354 Contributed by: Greg Susong NGCB lists the issue date as 1997. Show,2017-04-22,False,True
['http://themogh.org/cg_pix/nv/17536.jpg'],CG017536 Current Denom: 50¢ Last Update: 2019-06-08 Color: Pink Mold: H&C (LCV) Inlay: HS-Gold Catalog#: V2355 Contributed by: Greg Susong Show,2019-06-08,False,True
['http://themogh.org/cg_pix/nv/11598.jpg'],CG011598 Current Denom: 50¢ Last Update: 2017-04-22 Mold: H&C (SCV) Catalog#: TCR# Contributed by: Greg Susong Show,2017-04-22,False,True
['http://themogh.org/cg_pix/nv/h11598.jpg'],CG022217 Current Denom: 50¢ Last Update: 2017-04-22 Mold: H&C (SCV) Catalog#: TCR# Contributed by: Greg Susong Show,2017-04-22,False,True
"['http://themogh.org/cg_pix/nv/17015.jpg', 'http://themogh.org/cg_pix/nv/17015a.jpg']",CG017015 Current Denom: 50¢ Issued: 1963 Last Update: 2017-04-22 Color: Purple Inserts: 3 Green Mold: SCrown Inlay: R-White Logo: Conquistador Catalog#: V4023 Contributed by: Greg Susong Show,2017-04-22,False,True
['http://themogh.org/cg_pix/nv/73097.jpg'],CG073097 Current Denom: 50¢ Issued: 1980s Added: 2012-05-04 Last Update: 2012-05-04 Color: PINK Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N6101.S Contributed by: Terry Shaffer Show,2012-05-04,False,True
['http://themogh.org/cg_pix/nv/h17141.jpg'],CG022218 Current Denom: 50¢ Issued: 1997 Last Update: 2017-04-22 Color: Pink Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N1536 Contributed by: Greg Susong NGCB lists the issue date as 1997. Show,2017-04-22,False,True
['http://themogh.org/cg_pix/nv/71450.jpg'],CG071450 Current Denom: 50¢ Issued: 1998 Added: 2012-04-11 Last Update: 2017-04-22 Color: Pink Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N1536.1 Contributed by: Terry Shaffer NGCB lists the issue date as 1997. Show,2012-04-11,False,True
['http://themogh.org/cg_pix/nv/14895.jpg'],CG014895 Current Denom: $1 Issued: 2004 Last Update: 2017-04-23 Color: Blue Mold: H&C (RHC) Inlay: OR-BLUE-WG Logo: Snowflake Catalog#: E4734 Contributed by: Greg Susong NGCB lists chip color as Horizon Blue. Show,2017-04-23,False,True
['http://themogh.org/cg_pix/nv/309736.jpg'],"CG309736 Current Denom: $1 Issued: 2004 Added: 2023-10-25 Color: Blue Mold: H&C (RHC) Inlay: OR-GREY-WG Logo: Snowflake Catalog#: E4734 Contributed by: Shungo Okubo Grey inlay, different than blue inlay on CG014895 Show",2023-10-25,False,True
['http://themogh.org/cg_pix/nv/302818.jpg'],CG302818 Current Denom: $1 Issued: 2023 Added: 2023-03-24 Last Update: 2023-03-24 Color: Blue Mold: Plain Mftr: ICON Inlay: OR-White Logo: Snowflake Catalog#: NotinTCR Contributed by: Mark Harris Show,2023-03-24,False,True
['http://themogh.org/cg_pix/nv/162421.jpg'],CG162421 Current Denom: $5 Added: 2016-05-05 Last Update: 2023-06-28 Color: Red Inserts: 3 Ocher/Blue Mold: H&C (SCV) Inlay: R-White Logo: Logo Catalog#: NotInTCR Contributed by: David Sarles Notched Show,2016-05-05,False,True
['http://themogh.org/cg_pix/nv/093616.jpg'],"CG093616 Current Denom: $5 Issued: c1941 Added: 2012-12-04 Last Update: 2016-05-04 Color: Orange Mold: Plain Inlay: R-White Catalog#: N6218 Contributed by: Barry ""barrychip"" Weintraub Updated by: David Sarles Show",2012-12-04,False,True
"['http://themogh.org/cg_pix/nv/162416.jpg', 'http://themogh.org/cg_pix/nv/162416a.jpg']",CG162416 Current Denom: $5 Issued: 1960s Added: 2016-05-04 Color: Red Inserts: 4 Yellow Mold: SCrown Inlay: LSC-White Catalog#: E0373 Contributed by: David Sarles Show,2016-05-04,False,True
['http://themogh.org/cg_pix/nv/11599.jpg'],CG011599 Current Denom: $5 Issued: 1990 Last Update: 2017-04-22 Color: Red Inserts: 3 Yellow Mold: H&C (SCV) Inlay: SCA-White Logo: Logo Catalog#: N1530 Contributed by: Greg Susong Show,2017-04-22,False,True
['http://themogh.org/cg_pix/nv/14896.jpg'],CG014896 Current Denom: $5 Issued: 2004 Last Update: 2017-04-23 Color: Red Inserts: 2-Dark Gray 2-Pink Mold: H&C (RHC) Inlay: OR-PINK-WG Logo: Snowflake Catalog#: E4735 Contributed by: Greg Susong NGCB lists chip color as Royal Red with insert colors of Charcoal & Pink. Show,2017-04-23,False,True
