image_urls,chip_info
['http://themogh.org/cg_pix/nv/015923.jpg'],CG015923 Current Denom: $1 Issued: 2005 Last Update: 2020-08-16 Color: Blue Inserts: 2-Orange-V Mold: H&C (RHC) Inlay: OR-BLUE-WG Logo: Binion's Catalog#: E4371 Contributed by: Greg Susong NGCB lists chip color as Light Blue with insert color of Sunrise. Show
['http://themogh.org/cg_pix/nv/113499.jpg'],"CG113499 Current Denom: $1 Issued: 2013 Added: 2013-08-10 Last Update: 2020-08-16 Color: Blue Inserts: 2-Orange-V Mold: H&C (RHC) Inlay: OR-GREY-WG Logo: Binion's Catalog#: E4371.1 Contributed by: Ross Poppel Reorder 2013, lighter color, gray inlay NGCB lists chip color as Light Blue with insert color of Sunrise. Show"
['http://themogh.org/cg_pix/nv/119003.jpeg'],"CG119003 Current Denom: $1 Issued: 2013 Added: 2013-12-19 Last Update: 2023-02-02 Color: Blue Inserts: 2-Orange-V Mold: H&C (RHC) Inlay: OR-AQUA Logo: Binion's Catalog#: Not in TCR Contributed by: Ross Poppel Reorder 2013, lighter color, aqua inlay Show"
['http://themogh.org/cg_pix/nv/120100.jpg'],"CG120100 Current Denom: $1 Issued: 2013 Added: 2016-12-01 Last Update: 2020-08-16 Color: Blue Inserts: 2-Orange-V Mold: H&C (SCV) Inlay: R-AQUA Logo: Binion's Catalog#: D1304 Contributed by: Ross Poppel Short canes, both sides NGCB lists chip color as Light Blue with insert color of Sunrise. Show"
"['http://themogh.org/cg_pix/nv/224187.jpg', 'http://themogh.org/cg_pix/nv/224187a.jpg']","CG224187 Current Denom: $1 Issued: 2013 Added: 2019-05-20 Last Update: 2020-08-16 Color: Blue Inserts: 2-Orange-V Mold: H&C (LCV/SCV) Inlay: R-AQUA Logo: Binion's Catalog#: TCR# D1304 Contributed by: Richard ""Reggie"" Gummer LCV/SCV variation Show"
['http://themogh.org/cg_pix/nv/32944.jpg'],CG032944 Current Denom: $2 Issued: 2005 Added: 2011-03-06 Last Update: 2017-03-28 Color: Gray Inserts: 1-Orange 1-Green Mold: H&C (RHC) Inlay: OOR-TAN-WG Catalog#: E4512 Contributed by: Ross Poppel NGCB lists chip color as Showboat Grey with insert colors of Peach & Indian Blue. Show
['http://themogh.org/cg_pix/nv/32945.jpg'],"CG032945 Current Denom: $4 Issued: 2005 Added: 2011-03-06 Last Update: 2017-03-28 Color: Lt. Yellow Inserts: 2-Maroon 2-Navy Mold: H&C (RHC) Inlay: OOR-PINK, WHITE-WG Catalog#: E4513 Contributed by: Ross Poppel NGCB lists chip color as Almond with insert colors of Blurple & Plum. Show"
['http://themogh.org/cg_pix/nv/32946.jpg'],"CG032946 Current Denom: $5 Issued: 2005 Added: 2011-03-06 Last Update: 2017-03-28 Color: Red Inserts: 1-Lavender, 1-Green, 1-Cream Mold: H&C (RHC) Inlay: OOR-RED-WG Catalog#: E4372 Contributed by: Ross Poppel NGCB lists insert colors of Munzell Green, Mustard & Orchid. Show"
['http://themogh.org/cg_pix/nv/32947.jpg'],CG032947 Current Denom: $25 Issued: 2005 Added: 2011-03-06 Last Update: 2017-03-28 Color: Green Inserts: 3-Gray 3-Mustard Mold: H&C (RHC) Inlay: OOR-GREEN-WG Catalog#: E4373 Contributed by: Ross Poppel NGCB lists chip color as Day Green with insert colors of Grey & Beige. Show
['http://themogh.org/cg_pix/nv/32948.jpg'],CG032948 Current Denom: $100 Issued: 2005 Added: 2011-03-06 Last Update: 2017-03-28 Color: Black Inserts: 4-Dark Blue 4-White Mold: H&C (RHC) Inlay: OOR-GRAY-WG Catalog#: E4374 Contributed by: Ross Poppel NGCB lists insert colors of Dark Blue & Hot Pink. Show
[],
