image_urls,chip_info
[],CG129065 Obsolete Denom: 25¢ Issued: 1988 Added: 2014-06-11 Last Update: 2014-06-11 Color: Lavender Mold: H&C (SCV) Inlay: HS Gold Catalog#: N3057 Show
['http://themogh.org/cg_pix/nv/45956.jpg'],CG045956 Obsolete Denom: 25¢ Issued: 1990 Added: 2011-10-09 Last Update: 2018-04-25 Color: Apricot Mold: H&C (SCV) Inlay: HS Gold Catalog#: N1382 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/38064.jpg'],"CG038064 Obsolete Denom: 25¢ Issued: 1992 Added: 2011-06-07 Last Update: 2022-04-12 Color: Gray Mold: 8Suits Inlay: HS Red Logo: Umbrella Catalog#: N0274 Contributed by: Brian ""Mr. Splashbar"" Cashman Show"
['http://themogh.org/cg_pix/nv/06006.jpg'],CG006006 Obsolete Denom: $1 Issued: 1988 Last Update: 2016-10-02 Color: Off-White Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N2825 Contributed by: Terry Shaffer Show
"['http://themogh.org/cg_pix/nv/271732.jpg', 'http://themogh.org/cg_pix/nv/271732a.jpg']",CG271732 Obsolete Denom: $1 Issued: 1988 Added: 2021-09-20 Color: Off-White Mold: H&C (SCV) Inlay: HS-Gold Catalog#: N2825.E Contributed by: Luke Rapley Show
['http://themogh.org/cg_pix/nv/018718.jpg'],CG018718 Obsolete Denom: $1 Issued: 1990 Last Update: 2022-04-12 Color: White Mold: 8Suits Inlay: HS-Black Logo: Umbrella Catalog#: N1381 Contributed by: Greg Susong Updated by: Steve Clark Gray pips Show
['http://themogh.org/cg_pix/nv/06005.jpg'],CG006005 Obsolete Denom: $1 Issued: 1992 Last Update: 2022-04-12 Color: Blue Mold: 8Suits Inlay: HS-Gold Logo: Umbrella Catalog#: N0235 Contributed by: Greg Susong Show
['http://themogh.org/cg_pix/nv/44545.jpg'],CG044545 Obsolete Denom: $5 Issued: 1985 Added: 2011-09-13 Last Update: 2022-04-12 Color: Red Inserts: 3 White/Brown Mold: H&C (SCV) Inlay: HUB-White Logo: Lamp Catalog#: N1383 Contributed by: Andy Hughes Show
['http://themogh.org/cg_pix/nv/38065.jpg'],CG038065 Obsolete Denom: $5 Issued: 1988 Added: 2011-06-07 Last Update: 2022-04-12 Color: Red/Pink Inserts: 3 Yellow/Brown Mold: H&C (SCV) Inlay: R-White Logo: Umbrella Catalog#: N1380 Contributed by: Justin Kelley Show
['http://themogh.org/cg_pix/nv/45960.jpg'],CG045960 Obsolete Denom: $25 Issued: 1985 Added: 2011-10-09 Last Update: 2022-04-12 Color: Green Inserts: 3 Orange/White/Yellow Mold: H&C (SCV) Inlay: SCA-White Logo: Lamp Catalog#: N2403 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/38066.jpg'],CG038066 Obsolete Denom: $25 Issued: 1988 Added: 2011-06-07 Last Update: 2022-04-12 Color: Green Inserts: 3 Fuchsia/Pink Mold: H&C (SCV) Inlay: OR-White Logo: Umbrella Catalog#: N2488 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/45961.jpg'],CG045961 Obsolete Denom: $100 Issued: 1985 Added: 2011-10-09 Last Update: 2022-04-12 Color: Black Inserts: 3 Blue/White/Gray Mold: H&C (SCV) Inlay: COG-White Logo: Lamp Catalog#: N2700 Contributed by: Alex Cilento Show
['http://themogh.org/cg_pix/nv/38067.jpg'],CG038067 Obsolete Denom: $100 Issued: 1988 Added: 2011-06-07 Last Update: 2022-04-12 Color: Black Inserts: 3 Blue/Lt. Blue/Blue Mold: H&C (SCV) Inlay: OR-WHITE Logo: Umbrella Catalog#: N2731 Contributed by: Terry Shaffer Show
[],
