image_urls,chip_info
['http://themogh.org/cg_pix/nv/169824.jpg'],CG169824 Current Issued: 1950s Added: 2016-09-17 Last Update: 2016-09-17 Color: Red Mold: HCE Inlay: HS Gold Catalog#: E5476.C Contributed by: Pam Goertler Holed Show
['http://themogh.org/cg_pix/nv/169825.jpg'],CG169825 Current Issued: 1950s Added: 2016-09-17 Color: Blue Mold: HCE Inlay: HS Gold Catalog#: E5477.C Contributed by: Pam Goertler Holed Show
['http://themogh.org/cg_pix/nv/169826.jpg'],CG169826 Current Issued: 1950s Added: 2016-09-17 Color: Blue Mold: LCrown Inlay: HS Gold Quantity: 200 Catalog#: E5478.C Contributed by: Pam Goertler Holed Show
['http://themogh.org/cg_pix/nv/52548.jpg'],CG052548 Current Denom: 25¢ Issued: 1990 Added: 2011-11-03 Last Update: 2017-03-10 Color: Green Mold: Clover Inlay: HS-GOLD Catalog#: N0729 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/52549.jpg'],CG052549 Obsolete Denom: 50¢ Issued: 1964 Added: 2011-11-03 Last Update: 2016-10-17 Color: Fuchsia Mold: SCrown Inlay: OR-WHITE Logo: Bugle Girl Quantity: 1000 Catalog#: N6732 Contributed by: Gary Acquistapace Lynn Moser is the Bugle Girl Show
['http://themogh.org/cg_pix/nv/s/19416.jpg'],CG019416 Obsolete Denom: $1 Issued: 1964 Last Update: 2016-10-17 Color: Pink Inserts: 4-Yellow Mold: SCrown Inlay: OR-WHITE Logo: Bugle Girl Quantity: 10000 Catalog#: N3208 Contributed by: Dick Bartley Lynn Moser is the Bugle Girl Show
['http://themogh.org/cg_pix/nv/21323.jpg'],CG021323 Current Denom: $1 Issued: 1980s Last Update: 2016-10-17 Color: Ochre Inserts: 3-Black 3-Orange Mold: H&C (LCV) Inlay: HS-GOLD Catalog#: N3210.L Contributed by: Greg Susong Show
['http://themogh.org/cg_pix/nv/000471.jpg'],CG000471 Current Denom: $1 Issued: 1980s Last Update: 2018-01-23 Color: Ochre Inserts: 3-Black 3-Orange Mold: H&C (SCV) Inlay: HS-Gold Catalog#: N3210.S Contributed by: Greg Susong Show
['http://themogh.org/cg_pix/nv/52550.jpg'],CG052550 Current Denom: $2 Issued: 1975 Added: 2011-11-03 Last Update: 2014-07-04 Color: Green Inserts: 4 Mustard Mold: HHR Inlay: SCA-WHITE Quantity: 5000 Catalog#: N3211 Contributed by: Gary Acquistapace Show
['http://themogh.org/cg_pix/nv/162917.jpg'],"CG162917 Current Denom: $5 Issued: 2016 Added: 2016-05-13 Last Update: 2016-05-13 Color: Red Inserts: 2 Blue, 2 White Mold: H&C (RHC) Inlay: LSC-White Logo: Logo Quantity: 5000 Catalog#: NotInTCR Contributed by: Bill Purcell Show"
[],CG130100 Current Denom: $5 Issued: 1954 Added: 2014-07-04 Last Update: 2014-07-04 Color: BLUE Inserts: 4 Red-Purple Mold: SCrown Inlay: LSC-WHITE Catalog#: N6639 Show
['http://themogh.org/cg_pix/nv/130098.jpg'],CG130098 Current Denom: $5 Issued: 1970s Added: 2016-05-04 Last Update: 2016-05-04 Color: Blue-Gray Inserts: 4 Red Mold: Horshu Inlay: LSC-WHITE Logo: Logo Quantity: 5000 Catalog#: N4392 Contributed by: David Sarles Show
['http://themogh.org/cg_pix/nv/40880.jpg'],CG040880 Current Denom: $5 Issued: 1970s Added: 2011-08-10 Last Update: 2014-07-04 Color: Blue-Gray Inserts: 4 Red Mold: HHR Inlay: LSC-WHITE Logo: Logo Catalog#:  N3209.1 Contributed by: Andy Hughes Small Inlay Show
['http://themogh.org/cg_pix/nv/167218.jpg'],CG167218 Current Denom: $5 Issued: 1970s Added: 2016-07-22 Color: Light Blue Inserts: 4 Fuschia Mold: SCrown Inlay: LSC-WHITE Logo: Logo Catalog#: N6639 Contributed by: David Sarles Show
['http://themogh.org/cg_pix/nv/115667.jpg'],CG115667 Current Denom: $5 Issued: 1974 Added: 2013-09-28 Last Update: 2014-07-04 Color: Blue-Gray Inserts: 4 Red Mold: HHR Inlay: LSC-WHITE Logo: Logo Quantity: 5000 Catalog#: N3209 Contributed by: Gary Acquistapace Large Inlay Show
