image_urls,chip_info
['http://themogh.org/cg_pix/nv/67248.jpg'],CG067248 Current Denom: 25¢ Issued: 1984 Added: 2012-03-12 Last Update: 2012-03-12 Color: Yellow Mold: H&C (SCV) Inlay: HS-GOLD Catalog#: N1120 Contributed by: Terry Shaffer Show
['http://themogh.org/cg_pix/nv/000584.jpg'],CG000584 Obsolete Denom: $1 Issued: 1984 Last Update: 2018-01-23 Color: Blue Mold: H&C (SCV) Inlay: HS-Gold Catalog#: N1118.S Contributed by: Greg Susong Show
['http://themogh.org/cg_pix/nv/102489.jpg'],CG102489 Obsolete Denom: $1 Issued: 1984 Added: 2013-05-04 Last Update: 2021-11-26 Color: Blue Mold: H&C (LCV) Inlay: HS - Gold Catalog#: N1118.L Contributed by: Ross Poppel Show
['http://themogh.org/cg_pix/nv/101981.jpg'],CG101981 Current Denom: $1 Issued: 2013 Added: 2013-04-25 Last Update: 2021-11-26 Color: White Inserts: 4 Blue/Purple/Blue Mold: H&C (RHC) Inlay: OR - Brown Logo: Mountains Catalog#: D1056 Contributed by: Doug N. Johnson Show
['http://themogh.org/cg_pix/nv/127109.jpg'],CG127109 Current Denom: $2.50 Issued: 1993 Added: 2014-05-13 Last Update: 2019-09-28 Color: Yellow Mold: Plain Mftr: Chipco Inlay: Linen Catalog#: N0551 Contributed by: Don Lueders Show
['http://themogh.org/cg_pix/nv/66944.jpg'],CG066944 Current Denom: $2.50 Issued: c1999 Added: 2012-03-10 Last Update: 2019-09-10 Color: Yellow Mold: Plain Mftr: Chipco Catalog#: N0551.1 Contributed by: Terry Shaffer Smooth Surface Texture Show
['http://themogh.org/cg_pix/nv/34280.jpg'],"CG034280 Obsolete Denom: $5 Issued: 1984 Added: 2011-04-04 Last Update: 2014-07-11 Color: RED Inserts: 6 Lt Orange, 3 Dk Orange Mold: H&C (SCV) Inlay: HUB-WHITE Logo: Mountains Catalog#: N5006 Contributed by: Terry Shaffer Show"
['http://themogh.org/cg_pix/nv/101982.jpg'],"CG101982 Current Denom: $5 Issued: 2013 Added: 2013-04-25 Last Update: 2020-04-13 Color: Red Inserts: 8 Black, 4 White Mold: H&C (RHC) Inlay: OR-BROWN Logo: Mountains Catalog#: D1057 Contributed by: Doug N. Johnson Show"
['http://themogh.org/cg_pix/nv/130834.jpg'],"CG130834 Obsolete Denom: $25 Issued: 1984 Added: 2014-07-11 Last Update: 2020-04-13 Color: Green Inserts: 6 Lt Green, 3 Dk Green Mold: H&C (SCV) Inlay: SCA-WHITE Logo: Mountains Catalog#: N2739 Contributed by: Steve Clark Show"
['http://themogh.org/cg_pix/nv/101987.jpg'],"CG101987 Current Denom: $25 Issued: 2013 Added: 2013-04-25 Last Update: 2014-07-18 Color: Green Inserts: 8 Yellow, 4 Brown Mold: H&C (RHC) Inlay: OR-BROWN Logo: Mountains Catalog#: D1058 Contributed by: Doug N. Johnson Show"
['http://themogh.org/cg_pix/nv/070722.jpg'],CG070722 Obsolete Denom: $100 Issued: 1984 Added: 2012-04-06 Last Update: 2020-08-23 Color: White Inserts: 3 Brown/Yellow/Tan Mold: H&C (SCV) Inlay: COG-WHITE Logo: Mountians Catalog#: V8172 Contributed by: Bill Lange $100.00 in Maroon Show
[],"CG130833 Obsolete Denom: $100 Issued: 1990 Added: 2014-07-11 Last Update: 2014-07-11 Color: White Inserts: 3 Brown, 3 Yellow, 3 Tan Mold: H&C (SCV) Inlay: COG-WHITE Logo: Mountians Catalog#: V8172.1 $100.00 in Fuchsia Show"
['http://themogh.org/cg_pix/nv/101988.jpg'],"CG101988 Current Denom: $100 Issued: 2013 Added: 2013-04-25 Last Update: 2020-04-13 Color: Black Inserts: 8 Blue, 4 Purple Mold: H&C (RHC) Inlay: OR-BROWN Logo: Mountains Catalog#: D1059 Contributed by: Doug N. Johnson Show"
[],
